adj_V_ws,con_V_ws,adj_V_wd,con_V_wd
0.297711053,0.427210326,0.264580615,0.273442796
0.287677879,0.364061017,0.252106578,0.262269405
0.14177206,0.445814284,0.153432696,0.175723067
0.291910553,0.317443956,0.229733628,0.238878974
0.434707148,0.350886945,0.438230064,0.445260822
0.391409435,0.288954248,0.382873357,0.37720126
0.430636581,0.303689946,0.472229758,0.477332336
0.526293358,0.285599296,0.579512516,0.585345085
0.388723923,0.326453981,0.391521847,0.396904311
0.358560433,0.332400448,0.29431614,0.287418712
0.478545814,0.289931546,0.368663797,0.360955247
0.088280149,0.292955726,0.139672269,0.122516878
0.171558785,0.292914002,0.015563415,0.059228782
0.297991495,0.287021341,0.074167949,0.070089907
0.32608238,0.290119697,0.252156884,0.245982714
0.032505358,0.338889491,0.342567301,0.345178402
0.034302293,0.292059196,0.306169006,0.310126679
0.075599175,0.297074834,0.600858807,0.607540018
0.227435914,0.28729655,0.09292829,0.075628989
0.389158622,0.282378174,0.050154998,0.032550084
0.337747311,0.291032076,0.073087426,0.063436698
0.402887768,0.29071243,0.43816614,0.426583036
0.393546441,0.19239046,0.449105867,0.430498541
0.247743057,0.403896477,0.44808555,0.435333313
0.630213764,0.427017052,0.132542703,0.124868201
0.137596467,0.428652232,0.043583918,0.090377296
0.01248167,0.356685586,0.097392906,0.135527535
0.027777305,0.427381837,0.330451921,0.337370097
0.18020858,0.415884189,0.237251991,0.239250645
0.050413743,0.442537044,0.071691226,0.10560063
0.397356556,0.441845546,0.274307049,0.275236018
0.494990144,0.443539479,0.273338344,0.286732571
0.483137495,0.450201326,0.17799671,0.200473819
0.114060972,0.389134273,0.239367587,0.240776537
0.089572156,0.453568305,0.447587184,0.446871319
0.108297633,0.432270667,0.389433641,0.380434662
0.008360229,0.457030816,0.482763215,0.48025228
0.293037175,0.441740212,0.589906716,0.587994596
0.1036098,0.434573032,0.40175566,0.399758989
0.024667524,0.393832201,0.294615397,0.284664456
0.296556327,0.434083202,0.37168441,0.359843157
0.276411871,0.436751788,0.124361175,0.117592057
0.141404097,0.402108869,0.063808444,0.099201807
0.290594611,0.497071409,0.072713559,0.082036772
0.434469901,0.339207484,0.229026431,0.230223952
0.386071891,0.406650185,0.345969065,0.346426082
0.429702253,0.438473205,0.310830921,0.311376285
0.521158939,0.41919765,0.610168258,0.608824592
0.385838662,0.37512587,0.069163975,0.075190305
0.347381934,0.435392241,0.03377995,0.061911351
0.469316171,0.43363279,0.039186457,0.064454064
0.076889473,0.430516907,0.399346546,0.40153246
0.161546194,0.406172372,0.412213537,0.403188037
0.287968582,0.339896884,0.411752913,0.410705691
0.315141078,0.434258132,0.126775456,0.12859764
0.02201603,0.435211601,0.085893974,0.129293246
0.035419716,0.376027592,0.129820529,0.164180219
0.063881682,0.431781781,0.341213899,0.340428462
0.217538398,0.436127524,0.261345454,0.245210905
0.388888189,0.441764754,0.190436179,0.085240018
0.328887902,0.437326733,0.298185613,0.281287574
0.402926119,0.44230717,0.360488908,0.277912225
0.393890094,0.432605795,0.265543774,0.189802563
0.23819334,0.425537516,0.270900921,0.246822578
0.629538983,0.435380811,0.471788254,0.453521266
0.127920026,0.434905842,0.413525954,0.390308924
0.010698516,0.143136252,0.506853846,0.488230778
0.02266488,0.349551101,0.614002856,0.595487668
0.171192304,0.374427654,0.425557056,0.407315593
0.040040037,0.377322484,0.317161181,0.302304508
0.38747024,0.302183626,0.395711709,0.375831797
0.485148779,0.375530671,0.159225641,0.131571784
0.473614933,0.365840238,0.182689543,0.075278169
0.104394849,0.393861241,0.169071895,0.08131864
0.087471214,0.390722479,0.26644046,0.233896943
0.11434636,0.393316696,0.356895205,0.357047944
0.016668892,0.400769675,0.293451017,0.321635388
0.292802127,0.336103563,0.633899218,0.616217429
0.102823797,0.412252418,0.142741592,0.077847701
0.026079845,0.377746058,0.148209207,0.044542096
0.296290204,0.408678236,0.126645641,0.049267507
0.272850781,0.393407147,0.343550162,0.408352327
0.141509394,0.386674586,0.351700198,0.419941119
0.289618778,0.340535398,0.352560374,0.419219947
0.434799266,0.390368734,0.175442964,0.136098388
0.385388561,0.388861523,0.205123555,0.10183552
0.428521279,0.34736277,0.240105382,0.144301633
0.520705087,0.447761178,0.365194758,0.346559015
0.38452037,0.285766873,0.244273499,0.189810871
0.343400017,0.35305093,0.033003039,0.243930925
0.462976652,0.384259551,0.240357202,0.215923181
0.072754614,0.366025003,0.238940372,0.342640636
0.153047551,0.323421657,0.129306139,0.2758441
0.281230957,0.384993969,0.205240956,0.213037684
0.310001285,0.382709847,0.448202391,0.392406684
0.014831942,0.384411276,0.408327455,0.311393381
0.043212958,0.345875182,0.483773013,0.409928317
0.062870096,0.28875078,0.590635122,0.53395639
0.212742084,0.38583917,0.402821723,0.341326257
0.388303529,0.391612544,0.313784391,0.203442217
0.32225707,0.322386318,0.39610728,0.278808073
0.401652091,0.384230415,0.135775312,0.133181092
0.392563679,0.385950876,0.03434441,0.238966975
0.235381086,0.38984409,0.082739281,0.178805748
0.628935046,0.386631665,0.235747611,0.278552044
0.126261365,0.393297539,0.341042745,0.260854706
0.019274573,0.384070774,0.308611413,0.225691473
0.023409139,0.376344707,0.613269018,0.55826109
0.163201191,0.385880382,0.096422891,0.166464324
0.042426609,0.386552466,0.080430258,0.198648042
0.388172015,0.249915798,0.09189903,0.20967512
0.482559485,0.380481961,0.45855011,0.41283018
0.472145469,0.406437424,0.470297043,0.387830708
0.101783289,0.420427182,0.469586462,0.416369916
0.086795468,0.33795791,0.134523731,0.182905197
0.121247384,0.418356309,0.005236042,0.248785743
0.028242469,0.409198239,0.060097029,0.283080984
0.29325671,0.437112248,0.341970271,0.288162702
0.113413507,0.433797019,0.227987141,0.434693781
0.072459742,0.436590927,0.056968197,0.471992273
0.305362585,0.444256123,0.261942985,0.480637653
0.299562623,0.366927156,0.244776379,0.576030527
0.175502729,0.442761472,0.160943749,0.530225554
0.300863712,0.416329866,0.227132371,0.489555351
0.444153123,0.451950297,0.438268076,0.456766007
0.396057151,0.435723068,0.361236812,0.388769874
0.438556495,0.429617559,0.471273551,0.486468094
0.531801194,0.373586638,0.578661097,0.594015399
0.396355932,0.429521573,0.390176776,0.429456003
0.308882435,0.431902988,0.272832524,0.395652291
0.425240704,0.384664904,0.347182931,0.397476855
0.083601511,0.490470692,0.122832459,0.409633867
0.118021187,0.314238813,0.046323881,0.464349831
0.272844775,0.388453803,0.057427908,0.43015955
0.271860039,0.41884582,0.245906453,0.52332163
0.057332869,0.406318551,0.334799989,0.453741001
0.085181444,0.363133647,0.298552182,0.43504189
0.057254148,0.428166497,0.598797442,0.637130505
0.198872393,0.423582679,0.079425909,0.438635608
0.397514789,0.425472299,0.043671809,0.44065973
0.328966682,0.378753634,0.07061716,0.434282616
0.404424985,0.326449374,0.435469354,0.434924261
0.39488848,0.428743115,0.438806192,0.402936434
0.222325615,0.431112416,0.444405025,0.417889408
0.637783005,0.361094523,0.11743191,0.443153211
0.12507054,0.426991745,0.075435266,0.493083343
0.066542839,0.428884319,0.119659148,0.528017279
0.071687524,0.431270633,0.329430695,0.422641102
0.129678778,0.42864725,0.270693876,0.316850709
0.035574094,0.436773424,0.2624697,0.361945638
0.349747689,0.427303085,0.313397095,0.359562205
0.445881547,0.420177936,0.379009901,0.46073991
0.435778597,0.429686142,0.330473958,0.416346917
0.114617251,0.42969074,0.3173089,0.367965117
0.122675627,0.35813547,0.453568724,0.43493437
0.154560011,0.477168477,0.375393019,0.347630533
0.072054518,0.497650185,0.483736559,0.460102862
0.302531799,0.512401086,0.591240642,0.569213166
0.192559616,0.431599006,0.402421867,0.378819872
0.191412211,0.51237341,0.28010268,0.236804832
0.329058113,0.503823153,0.352754663,0.273341498
0.38682759,0.529023168,0.212152513,0.268124221
0.264685946,0.526144002,0.255138524,0.353180004
0.325829645,0.528350095,0.227876478,0.307459106
0.468375563,0.535745838,0.283213933,0.400662534
0.420142557,0.475311805,0.285827815,0.330541392
0.462612239,0.53815187,0.268617824,0.27940062
0.556018298,0.510527867,0.611922758,0.596197642
0.420268397,0.54368476,0.201545204,0.30323278
0.248370531,0.528637628,0.214082431,0.317138485
0.368323968,0.522391532,0.226522556,0.309030067
0.183127741,0.466954368,0.335606716,0.416928389
0.139220815,0.524976591,0.367332309,0.393659883
0.289994283,0.523971762,0.343802801,0.417749566
0.253003334,0.479634907,0.236895876,0.285740508
0.176121946,0.583241658,0.283941191,0.380492864
0.204325779,0.403224719,0.318256005,0.415427198
0.164011112,0.487612254,0.34510094,0.331637712
0.263075462,0.514583066,0.230369422,0.254291413
0.420802184,0.499363876,0.132711827,0.149706307
0.325679301,0.455492639,0.265673414,0.290131279
0.420090176,0.520993638,0.295000672,0.329048823
0.39324122,0.517162291,0.210657157,0.23698267
0.229290775,0.519587067,0.230890327,0.255986164
0.659253213,0.470372146,0.439989372,0.460489581
0.161041208,0.387585658,0.361158858,0.402492052
0.186242947,0.521399971,0.471863431,0.495534965
0.190484588,0.526518372,0.579389758,0.602886733
0.111904688,0.45876453,0.390671775,0.415031309
0.152306989,0.519493959,0.259436389,0.313718282
0.290479489,0.521358767,0.333855366,0.387096995
0.384386604,0.52392419,0.086253635,0.145095181
0.376363019,0.520948533,0.123314717,0.142064184
0.216122576,0.529043117,0.097774683,0.13636702
0.23002676,0.518953916,0.224784688,0.244256552
0.254664638,0.513983248,0.322394713,0.366476481
0.191628575,0.520390188,0.286475113,0.332991052
0.326698486,0.522066485,0.600570163,0.62403673
0.113462336,0.188039494,0.081071334,0.119442792
0.035880298,0.335537908,0.084913767,0.105723295
0.273229652,0.360088736,0.100023167,0.091391767
0.26267955,0.375398249,0.397152776,0.351138843
0.117004057,0.293202038,0.39785132,0.364250694
0.266360125,0.373739513,0.405967519,0.362786589
0.444841878,0.364494385,0.09937719,0.151061218
0.401110086,0.393591127,0.153617844,0.164461535
0.441113824,0.389921406,0.188541583,0.199638325
0.536945144,0.392483168,0.33188717,0.355388435
0.396768364,0.400649318,0.230721767,0.241455095
0.348261096,0.323209622,0.038220312,0.117914506
0.486307355,0.432539473,0.266815005,0.276988454
0.097628549,0.371563236,0.259107009,0.300820128
0.184113889,0.408971495,0.156831557,0.210946752
0.301422873,0.393355386,0.232014767,0.242821353
0.33454736,0.38709534,0.44114728,0.44515116
0.045413548,0.329143925,0.385954366,0.385483405
0.008425712,0.387634272,0.476292194,0.479432378
0.057788886,0.389383683,0.583582374,0.586777205
0.202832763,0.33939936,0.394765597,0.399560219
0.39907562,0.446405522,0.291538538,0.293330698
0.33147708,0.27671886,0.370320284,0.366496787
0.406984688,0.342837148,0.131912476,0.125073497
0.388100968,0.374374014,0.029935124,0.114222766
0.248355801,0.359285195,0.068185264,0.09928887
0.64050609,0.327627101,0.245170709,0.235102759
0.147384939,0.383429849,0.337493298,0.353224564
0.027195339,0.379718078,0.303140831,0.318593661
0.03861853,0.381286705,0.602792068,0.61076104
0.18637064,0.334012099,0.087312653,0.091336748
0.060094585,0.280173308,0.042902629,0.073788671
0.408411726,0.385663619,0.068236878,0.071162565
0.505084334,0.388451638,0.426758435,0.383111868
0.493407589,0.31664151,0.440323386,0.386421323
0.088908491,0.383410066,0.439119493,0.390558706
0.064055796,0.384725306,0.126195586,0.135921517
0.08556107,0.386728557,0.051728926,0.142607887
0.026094349,0.384262191,0.103547512,0.177878189
0.303269181,0.392541384,0.334584569,0.341313067
0.10000811,0.383103032,0.235747669,0.228637711
0.057397424,0.37538024,0.023267868,0.023156072
0.292767981,0.386005123,0.265181438,0.265047978
0.284276669,0.386264347,0.266121441,0.258732355
0.158825469,0.309974368,0.153953611,0.154517581
0.28621799,0.266162978,0.229188793,0.230169544
0.434890013,0.283066871,0.437543988,0.438028903
0.383998756,0.32294547,0.402417282,0.390744009
0.427389153,0.31927964,0.474902033,0.474133494
0.520217175,0.302856708,0.58134887,0.580516487
0.38202472,0.302295706,0.394647959,0.392518265
0.328586437,0.345007701,0.312021697,0.300773052
0.439395374,0.324637559,0.390035416,0.376357151
0.061963556,0.296038435,0.158559822,0.145857175
0.140955733,0.314793562,0.027493706,0.01994703
0.26029997,0.263063116,0.092106209,0.079557898
0.291209156,0.374404927,0.261619526,0.253714829
0.040074711,0.279582899,0.34865117,0.344403486
0.07288565,0.261596016,0.311387826,0.309804408
0.05339232,0.280142194,0.604451744,0.601642376
0.199619016,0.34706601,0.110901981,0.099174955
0.386787163,0.291577911,0.066387966,0.05302378
0.301652311,0.357497718,0.084008039,0.07389521
0.394699072,0.349958919,0.448041327,0.437842149
0.38487422,0.30901187,0.462592771,0.451714329
0.220269038,0.377562525,0.460090945,0.449394753
0.626244952,0.369602523,0.147826902,0.136996656
0.123979119,0.260717934,0.029617374,0.038549718
0.054697346,0.31525372,0.082690791,0.092261473
0.054811632,0.277041898,0.333364969,0.332295675
0.14896217,0.32434039,0.237963519,0.283424208
0.051923895,0.333249253,0.029228193,0.360501957
0.385298932,0.258298869,0.26917031,0.32994143
0.472552716,0.350221784,0.262129591,0.46351837
0.464707847,0.244789925,0.16031473,0.418561747
0.093247416,0.32127934,0.234940017,0.345359373
0.103023075,0.333730154,0.439037955,0.397086709
0.144528245,0.358532023,0.396203628,0.309805808
0.065033417,0.296422777,0.474122219,0.41726643
0.293565933,0.334117536,0.58097692,0.525818422
0.259079263,0.338536147,0.393898759,0.336889932
0.262367885,0.174219495,0.306241494,0.191360242
0.332485577,0.274724263,0.382144667,0.222942405
0.415558259,0.290035353,0.156047594,0.275025709
0.333462361,0.349290699,0.027370668,0.35202149
0.355770673,0.30532452,0.091558422,0.311280562
0.450246918,0.343258943,0.263679605,0.406831725
0.398735216,0.347273734,0.345599357,0.310754921
0.439956453,0.369204636,0.31084678,0.270844982
0.532978642,0.276613719,0.602978858,0.551308966
0.395669806,0.32850639,0.110498654,0.308486611
0.248586202,0.423973545,0.064242888,0.311110174
0.372241079,0.316271232,0.090057454,0.308761655
0.238241783,0.408632019,0.448548932,0.420986701
0.188697084,0.407967834,0.459881293,0.39444285
0.251063179,0.466208161,0.458302425,0.421010617
0.230046242,0.438757563,0.148847713,0.304932822
0.244366236,0.406399158,0.044045808,0.382284811
0.281932462,0.43335898,0.09765257,0.417267674
0.237869549,0.313020535,0.333614744,0.292605396
0.288041136,0.407061711,0.229208038,0.237691378
0.401432889,0.271122759,0.049311901,0.028066605
0.215056463,0.407942444,0.262934984,0.268058294
0.397576977,0.395461583,0.247072764,0.263986156
0.324594757,0.469382493,0.155776718,0.15910637
0.182792297,0.271643728,0.228773488,0.23379243
0.637237603,0.476124715,0.433443466,0.43749611
0.180844039,0.470231523,0.376557172,0.398059361
0.264611019,0.285444072,0.466454381,0.473338651
0.258579996,0.490079757,0.573336599,0.579613834
0.180583049,0.277860274,0.385874858,0.393081645
0.238017849,0.263856696,0.277682431,0.308250984
0.285417044,0.218575303,0.352609219,0.384102634
0.379319968,0.303566532,0.130180933,0.158160676
0.360511313,0.327259856,0.04258804,0.02916629
0.274166688,0.438121303,0.069557682,0.092400004
0.296757823,0.368789114,0.258450609,0.264757765
0.333042744,0.469330174,0.33424715,0.347453523
0.272949141,0.288352792,0.300254016,0.311322776
0.309211952,0.340106552,0.595126466,0.603183312
0.128886219,0.455411126,0.096296964,0.112576575
0.13264539,0.477008823,0.049687837,0.065297262
0.296499575,0.282907236,0.087756795,0.090748455
0.332862277,0.44433192,0.444543638,0.449827854
0.21044465,0.452906259,0.444584477,0.460608811
0.289960771,0.322509587,0.453127315,0.458572545
0.436635572,0.38473466,0.131066475,0.150548999
0.385428978,0.412595262,0.072034081,0.042871666
0.428127364,0.468016331,0.119873445,0.096754058
0.520968884,0.425745797,0.328226139,0.33331767
0.383419103,0.462654333,0.228409192,0.235190866
0.284623492,0.468328634,0.044983608,0.030347447
0.388559684,0.263101398,0.260240242,0.270443471
0.100396392,0.21254137,0.247938689,0.261863777
0.089908539,0.153406144,0.151207897,0.161627526
0.229357288,0.053143386,0.226044362,0.236127407
0.236302723,0.229072276,0.432576778,0.440142862
0.114498238,0.062476478,0.381118638,0.390608351
