"","cnt_av","cnt_sd","diab_av","diab_sd"
"OTU_5726",0.000100483637583296,0.000642275051722909,0,0
"OTU_519",0.000400919964940243,0.00160119827858587,0.00268836433872955,0.0100879413877717
"OTU_1429",0.00540509738781855,0.0473927108345041,4.6260230449964e-05,0.000296210002823394
"OTU_8342",0.000270377873356356,0.0024334008602072,0,0
"OTU_1941",0.000126351051871169,0.000590150659741907,0.000228150206563849,0.000965033734810586
"OTU_2913",0.000291943301321776,0.00139554492420265,0.000357377847259091,0.00228833475570626
"OTU_6371",0.000125098426379731,0.000799427916191012,0,0
"OTU_706",0.00178334465133305,0.0052394977821539,0.00225443439727359,0.00489992316209169
"OTU_1450",0.00624299269900814,0.03829374187123,6.05442321023682e-05,0.000387672240011434
"OTU_3604",0.000110968313027848,0.00063007967083202,0.00164118714487662,0.00456728540342326
"OTU_3878",0.000217695604582483,0.00169025554057187,0.000151668403158385,0.000785686318821202
"OTU_1963",0.000441847210243132,0.00316666274157457,0.000225902353228245,0.0010466989396132
"OTU_7062",9.06663852382069e-05,0.000815997467143862,0.000142938107084942,0.000915250457928362
"OTU_1438",0.000423901711954828,0.00232062508302734,0.00132275169215946,0.00373269297164249
"OTU_2870",0.00109665278204439,0.00499882183152605,7.99953216034533e-05,0.000358758959882387
"OTU_3445",0.00052555604239603,0.00285685158759057,0.000238251898172727,0.00152555650380417
"OTU_3776",0.0010401084069795,0.00376673690931779,4.30884973102006e-05,0.000275901001481505
"OTU_8682",8.11619468965498e-05,0.000730457522068948,0,0
"OTU_5018",6.07921952548044e-05,0.00054712975729324,0,0
"OTU_2852",0,0,0.000651111070535618,0.0029754423668718
"OTU_2159",0.000576113509325267,0.00315453467734127,3.69068242932528e-05,0.000236318981158802
"OTU_8255",0.000264351333925461,0.00149691433809749,0,0
"OTU_3093",0.000604179809836998,0.00229900388369617,0,0
"OTU_4733",0.00018338600541311,0.00128881182637269,0,0
"OTU_6718",0.000132033699225121,0.00118830329302609,0,0
"OTU_1437",0.000453879709033265,0.00163792468870065,0,0
"OTU_2084",0.000934268713393024,0.0035849919358458,0.00424672057482542,0.0126725905354181
"OTU_3800",0.000994395011360764,0.00669459901904041,0.000443177489690447,0.00198721112336583
"OTU_7765",0.000229024996458511,0.00184662150777983,0.000218074600116469,0.000990787011321628
"OTU_8043",0.000110538933954231,0.000994850405588075,0,0
"OTU_2402",0.00050221173290374,0.00227375123582249,7.2561217480481e-05,0.000464618490346904
"OTU_7035",0.000312952289818325,0.00221211181903737,0,0
"OTU_1365",0.0022120331415197,0.00554730998116386,0.00206593779156441,0.00821949735066947
"OTU_1669",0.00104481601096704,0.0039647338023543,0.00150066546305813,0.0069790157359792
"OTU_2545",4.73804195204486e-05,0.000426423775684037,0,0
"OTU_4140",0.000154926430259863,0.000937268898851771,8.29642461433033e-05,0.00053123037532053
"OTU_528",0.00212400881607401,0.00621645864402743,0.00502688056853991,0.0161712620710752
"OTU_4237",4.99218722698976e-05,0.000449296850429079,0.000221440945759517,0.00141791388695281
"OTU_3623",0.00011383402089082,0.00102450618801738,0,0
"OTU_7608",0,0,0.000291127474323597,0.00186412538702403
"OTU_1078",0.000303229169093695,0.00156563351574832,5.26162094756532e-05,0.000336908126175399
"OTU_6542",2.72575671094931e-05,0.000245318103985438,0.000124446369214955,0.000796845562980795
"OTU_4997",0,0,0.000218064951258322,0.00113537836327582
"OTU_5538",0.00113723077814714,0.00525822028431245,0,0
"OTU_3568",0.000131906138955624,0.000994401113938967,0.00020492559151772,0.00131216402191738
"OTU_1848",0.00113934186040832,0.00255322595751155,0,0
"OTU_1876",0.00177991645245427,0.004806751039142,7.14690535424708e-05,0.000457625228964181
"OTU_1456",0.00301188028190509,0.00779331098859953,0.00902856275915413,0.0303964415909128
"OTU_4252",5.97185683636963e-05,0.000442059699765052,0.000182131982058458,0.000833963385970786
"OTU_1192",0.00364555517574836,0.00914163998007499,0.00973688456533287,0.0317497951944352
"OTU_2973",0,0,0.00105877600020775,0.00385004866138183
"OTU_8503",0,0,0.000186542695335197,0.00074662923046031
"OTU_1157",0.00149666454169178,0.00497504860502338,0,0
"OTU_1763",0.0013491817865625,0.00545116250205655,0,0
"OTU_4399",5.94670987197044e-05,0.000381460205792959,4.31265916407727e-05,0.000276144924212901
"OTU_3157",0.00117183401537819,0.0026166959982718,0,0
"OTU_1864",0.000769755899049546,0.00294652410436847,0,0
"OTU_2787",0.000544563443829033,0.00229787397006582,0,0
"OTU_7718",0.000134171710207189,0.000750024612510213,0,0
"OTU_2530",0.000596774651397354,0.00284787461234841,0.000327756264446911,0.00184211439441065
"OTU_6287",5.69170104454098e-05,0.000512253094008688,0,0
"OTU_2478",0.000445618389494571,0.0016962625426201,4.31265916407727e-05,0.000276144924212901
"OTU_4998",0.000108001034400534,0.000694094658056141,0,0
"OTU_765",0.00131531096565029,0.00660578119086145,0,0
"OTU_2441",0.000319268323193531,0.0011018375667768,0,0
"OTU_199",0.0053143960893254,0.0284319001310649,0.00030084807737147,0.0014126253664911
"OTU_4752",0.00104257656228915,0.00649481359356702,0,0
"OTU_7348",0.000236002282572987,0.000892571995883385,0,0
"OTU_8068",0.000608898977341891,0.00423229061192811,0,0
"OTU_5480",0.000476402418555884,0.00241741121035002,0,0
"OTU_2754",0.000180883523042546,0.00105581052092442,0,0
"OTU_8477",0.000215728401903662,0.00117363891947487,0,0
"OTU_2484",0.000195178630141284,0.00127200214096385,0,0
"OTU_973",0.00337241226646288,0.0100078216816877,0.00140979738448115,0.00365161108410471
"OTU_5823",0.000166373198396618,0.00112560070448299,0,0
