OTU	Test-Statistic	P	FDR_P	Bonferroni_P	diabetic_skin_mean	wound_mean
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	33.1010489396	8.7491509195e-09	1.26067310976e-07	2.77348084148e-06	0.00352357723577	0.00158676470588
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	31.5619098722	1.93181905406e-08	2.64428615743e-07	6.12386640136e-06	0.00254715447154	0.000122058823529
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	31.4926334673	2.00198321067e-08	2.64428615743e-07	6.34628677782e-06	0.000569918699187	0.000137745098039
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales]	31.257306665	2.25995299653e-08	2.86562039959e-07	7.16405099899e-06	0.000721951219512	5.3431372549e-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101	30.2097899513	3.87747269575e-08	4.72753401751e-07	1.22915884455e-05	0.000164227642276	1.12745098039e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	28.545806869	9.15077814815e-08	1.07436913813e-06	2.90079667296e-05	0.000182926829268	9.80392156863e-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta	26.2752840581	2.96053333239e-07	3.3517466656e-06	9.38489066367e-05	0.00537154471545	0.000287254901961
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	26.0011713427	3.41210273487e-07	3.66728977046e-06	0.000108163656695	0.000219512195122	2.45098039216e-05
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__	25.9683425099	3.47062123387e-07	3.66728977046e-06	0.000110018693114	7.23577235772e-05	4.41176470588e-06
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	24.99953731	5.73440738352e-07	5.86389400186e-06	0.000181780714058	0.000224390243902	3.43137254902e-06
k__Bacteria;p__WPS-2;c__;o__	24.7418621464	6.55449590342e-07	6.49304750432e-06	0.000207777520138	4.30894308943e-05	9.80392156863e-07
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales]	24.5702942039	7.16477637653e-07	6.88252761019e-06	0.000227123411136	2.68292682927e-05	9.80392156863e-07
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales	23.8502060506	1.04130731706e-06	9.70865939729e-06	0.000330094419508	0.000873983739837	8.1862745098e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	23.7647232984	1.08859442226e-06	9.85955519589e-06	0.000345084431856	0.0160463414634	0.00228529411765
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	23.6079957419	1.180957787e-06	1.02583714515e-05	0.00037436361848	0.000723577235772	5.93137254902e-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45	23.5814713376	1.19734934923e-06	1.02583714515e-05	0.000379559743705	0.000288617886179	0.000129901960784
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	22.5361276436	2.06228384238e-06	1.69437397752e-05	0.000653743978035	0.00670325203252	0.00472990196078
Unassigned;Other;Other;Other	22.515487835	2.08456104489e-06	1.69437397752e-05	0.000660805851231	0.000492682926829	0.000111274509804
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46	22.0682743041	2.63122715327e-06	2.08524751897e-05	0.000834099007588	6.0162601626e-05	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	21.9847686796	2.74822801778e-06	2.12484946741e-05	0.000871188281636	0.000191869918699	5.88235294118e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	21.8604747387	2.93211613229e-06	2.21220730562e-05	0.000929480813936	0.00108780487805	0.000405392156863
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	21.8160552059	3.00078593506e-06	2.21220730562e-05	0.000951249141415	0.000246341463415	2.35294117647e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3	20.6242247783	5.58844941516e-06	4.02622378319e-05	0.0017715384646	6.26016260163e-05	1.47058823529e-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta	18.4843345715	1.7130658539e-05	0.000120675972375	0.00543041875686	0.000190243902439	2.54901960784e-05
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales	17.9917150094	2.21868500234e-05	0.000152896336031	0.00703323145743	5.20325203252e-05	1.47058823529e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__	17.7732551548	2.48856924062e-05	0.000167846053037	0.00788876449276	5.20325203252e-05	2.45098039216e-06
k__Bacteria;p__FBP;c__;o__	17.6626489731	2.6375535106e-05	0.000174188429763	0.0083610446286	0.000149593495935	5.88235294118e-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	17.4045956677	3.02094676117e-05	0.000195436759855	0.0095764012329	0.0122715447154	0.0097818627451
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales	17.2211077607	3.32719009339e-05	0.000210943851921	0.010547192596	3.49593495935e-05	1.96078431373e-06
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales	16.8952268205	3.95007880842e-05	0.000245524506327	0.0125217498227	4.22764227642e-05	4.90196078431e-07
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	16.3730060098	5.20208501511e-05	0.000317127105729	0.0164906094979	6.26016260163e-05	9.80392156863e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	16.2785313682	5.46799745212e-05	0.000327048149495	0.0173335519232	0.111155284553	0.0807651960784
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	16.0849034511	6.05649267641e-05	0.00035553855156	0.0191990817842	6.82926829268e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	15.8063065627	7.01682364949e-05	0.0004029391663	0.0222433309689	0.000690243902439	6.32352941176e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales	15.7791755745	7.11816823748e-05	0.0004029391663	0.0225645933128	6.34146341463e-05	3.43137254902e-06
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales	15.2924029167	9.20861160004e-05	0.000512128048634	0.0291912987721	4.55284552846e-05	6.86274509804e-06
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	14.808989878	0.000118967025656	0.000650216329879	0.037712547133	0.000187804878049	9.80392156863e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54	14.1627910834	0.000167653384833	0.000894183254754	0.053146122992	1.62601626016e-05	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales]	14.1450030365	0.000169246041909	0.000894183254754	0.0536509952853	7.31707317073e-05	2.45098039216e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	14.0412504006	0.000178843987552	0.000929402361538	0.0566935440538	0.0698991869919	0.072912254902
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales	13.5757752375	0.000229123340594	0.00115677790262	0.0726320989683	6.82926829268e-05	6.86274509804e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	13.5694566078	0.000229895923864	0.00115677790262	0.0728770078649	0.000872357723577	0.000107843137255
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales	13.1203251371	0.000292109335608	0.00144685405293	0.0925986593876	2.68292682927e-05	3.43137254902e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84	13.0772622519	0.000298902004481	0.00145772208339	0.0947519354205	9.43089430894e-05	6.86274509804e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	12.8925406126	0.000329894308593	0.0015831473067	0.104576495824	0.00162032520325	0.000626960784314
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__	12.8659867173	0.000334608421291	0.0015831473067	0.106070869549	1.86991869919e-05	4.90196078431e-07
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales]	12.4147685563	0.000425951799905	0.00195874786809	0.13502672057	2.60162601626e-05	9.80392156863e-07
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales	12.4130145625	0.000426352059615	0.00195874786809	0.135153602898	3.0081300813e-05	9.80392156863e-07
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	12.2769081111	0.000458597524596	0.00204823255396	0.145375415297	1.21951219512e-05	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	12.2762779605	0.000458752401677	0.00204823255396	0.145424511332	7.72357723577e-05	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales	11.9461395794	0.000547607264295	0.00241099309419	0.173591502782	5.85365853659e-05	2.45098039216e-06
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781	11.9126608887	0.000557537027835	0.00242108544964	0.176739237824	5.20325203252e-05	3.43137254902e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	11.8800730916	0.000567377146536	0.00243052101962	0.179858555452	0.0243211382114	0.172291666667
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14	11.8543860004	0.000575256992353	0.00243141955434	0.182356466576	2.35772357724e-05	1.96078431373e-06
k__Bacteria;p__Chloroflexi;c__C0119;o__	11.1258579444	0.000851324891492	0.00355092092899	0.269869990603	4.22764227642e-05	4.90196078431e-07
k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885	11.0828606604	0.000871292838966	0.0035870107786	0.276199829952	2.19512195122e-05	4.90196078431e-07
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__	11.0011367096	0.000910560266836	0.00370061031522	0.288647604587	1.21951219512e-05	4.90196078431e-07
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725	10.8651047073	0.000979932106573	0.00393213263017	0.310638477784	1.9512195122e-05	9.80392156863e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	10.8061871576	0.00101161433531	0.00400852180367	0.320681744294	0.00758292682927	0.0265480392157
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1	10.5208206992	0.00118037052101	0.00453664540143	0.374177455159	1.86991869919e-05	9.80392156863e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	10.520642229	0.00118048452107	0.00453664540143	0.374213593179	6.82926829268e-05	9.80392156863e-07
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Stigonematales	10.5091819482	0.00118782829122	0.00453664540143	0.376541568318	0.000352845528455	1.51960784314e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329	10.4265492284	0.00124216615369	0.00463875916495	0.393766670719	1.38211382114e-05	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18	10.424075111	0.00124383132183	0.00463875916495	0.394294529021	1.21951219512e-05	0.0
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__	10.386631014	0.0012693101263	0.00467873616324	0.402371310038	4.63414634146e-05	2.45098039216e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	10.0977174905	0.00148453082729	0.00540915255459	0.47059627225	0.647823577236	0.453042647059
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales	9.97131278476	0.00158998084968	0.00572754465169	0.504023929349	0.000144715447154	2.64705882353e-05
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles	9.81776874491	0.00172833890661	0.00615599363367	0.547883433397	6.74796747967e-05	5.39215686275e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	9.30676386506	0.00228309394088	0.008041564214	0.72374077926	1.86991869919e-05	4.90196078431e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales	9.11977793712	0.0025286065469	0.00880844258646	0.801568275368	2.68292682927e-05	7.35294117647e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	8.69421300511	0.00319221916978	0.0109992769219	1.0	2.0325203252e-05	9.80392156863e-07
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29	8.60677311809	0.00334915152504	0.0111811779949	1.0	7.31707317073e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1	8.60616610962	0.00335026792849	0.0111811779949	1.0	8.94308943089e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	8.60586263749	0.00335082621298	0.0111811779949	1.0	1.46341463415e-05	0.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	7.86095674584	0.00505136562068	0.0166800302266	1.0	1.9512195122e-05	4.41176470588e-06
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales]	7.50934333959	0.00613797452496	0.0200591538599	1.0	2.0325203252e-05	0.000206862745098
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales	7.41862016365	0.00645523005348	0.0208806931322	1.0	9.75609756098e-06	4.90196078431e-07
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__	6.8748836009	0.00874154505195	0.0279906038532	1.0	1.05691056911e-05	9.80392156863e-07
k__Bacteria;p__Cyanobacteria;c__;o__	6.82101146178	0.00900915297369	0.0279990342418	1.0	1.05691056911e-05	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__	6.82101146178	0.00900915297369	0.0279990342418	1.0	7.31707317073e-06	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	6.82101146178	0.00900915297369	0.0279990342418	1.0	9.75609756098e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	6.80284526336	0.00910127206849	0.0280107111234	1.0	1.38211382114e-05	1.47058823529e-06
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__	5.74913441865	0.0164967831189	0.0502834639296	1.0	9.75609756098e-06	4.90196078431e-07
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales	5.67500368737	0.0172083036582	0.051952688187	1.0	5.69105691057e-06	4.90196078431e-07
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290	5.18074327934	0.0228385519923	0.0682590611815	1.0	1.38211382114e-05	1.47058823529e-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	5.06948918546	0.0243505582791	0.0682590611815	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61	5.06948918546	0.0243505582791	0.0682590611815	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26	5.06861180761	0.0243628865763	0.0682590611815	1.0	1.54471544715e-05	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39	5.06861180761	0.0243628865763	0.0682590611815	1.0	7.31707317073e-06	0.0
k__Bacteria;p__Chloroflexi;c__TK10;o__	5.06861180761	0.0243628865763	0.0682590611815	1.0	3.25203252033e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales]	5.06861180761	0.0243628865763	0.0682590611815	1.0	3.25203252033e-06	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	5.06831941582	0.0243669964992	0.0682590611815	1.0	4.87804878049e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067	5.05553356751	0.0245474226331	0.0682590611815	1.0	4.06504065041e-05	6.86274509804e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales	4.77865332989	0.0288146459838	0.0794281980596	1.0	1.46341463415e-05	1.27450980392e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	4.70738615739	0.0300332825536	0.082073711806	1.0	0.00010325203252	0.000104411764706
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales	4.68604381708	0.0304085833798	0.0823678388746	1.0	7.72357723577e-05	1.86274509804e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__	4.67186676173	0.0306605835558	0.0823678388746	1.0	1.30081300813e-05	3.92156862745e-06
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	4.13937920481	0.0418965315611	0.111606726932	1.0	3.17073170732e-05	1.96078431373e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales	4.11109001807	0.0426028961212	0.112542650587	1.0	1.86991869919e-05	4.90196078431e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__	4.04198188415	0.0443816717293	0.116272644117	1.0	9.75609756098e-06	4.90196078431e-07
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29	3.9382888166	0.0471987653516	0.122639414889	1.0	8.94308943089e-06	1.47058823529e-06
k__Bacteria;p__BRC1;c__PRR-11;o__	3.87050409	0.0491417598317	0.126649901355	1.0	4.06504065041e-06	9.80392156863e-07
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100	3.58625057543	0.058259550631	0.148937722178	1.0	2.92682926829e-05	5.39215686275e-06
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12	3.52379955149	0.0604936175094	0.152376093442	1.0	5.69105691057e-06	2.45098039216e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	3.34807385457	0.0672837007933	0.152376093442	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__	3.34807385457	0.0672837007933	0.152376093442	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales	3.3477868112	0.0672954355893	0.152376093442	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Chloroflexi;c__TK17;o__	3.3477868112	0.0672954355893	0.152376093442	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb	3.3477868112	0.0672954355893	0.152376093442	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__	3.3477868112	0.0672954355893	0.152376093442	1.0	2.43902439024e-06	0.0
k__Bacteria;p__GN02;c__BD1-5;o__	3.3477868112	0.0672954355893	0.152376093442	1.0	4.06504065041e-06	0.0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PeHg47	3.3477868112	0.0672954355893	0.152376093442	1.0	4.06504065041e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87	3.3477868112	0.0672954355893	0.152376093442	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	3.3477868112	0.0672954355893	0.152376093442	1.0	7.31707317073e-06	0.0
k__Bacteria;p__SR1;c__;o__	3.3477868112	0.0672954355893	0.152376093442	1.0	3.25203252033e-06	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	3.3477868112	0.0672954355893	0.152376093442	1.0	3.25203252033e-06	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RsaHF231	3.3477868112	0.0672954355893	0.152376093442	1.0	1.21951219512e-05	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41	3.3477868112	0.0672954355893	0.152376093442	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	3.3477868112	0.0672954355893	0.152376093442	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10	2.54043555349	0.110964172782	0.24903643449	1.0	7.31707317073e-06	4.90196078431e-07
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales	2.5101393141	0.113115931525	0.24903643449	1.0	5.69105691057e-06	4.90196078431e-07
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL	2.5101393141	0.113115931525	0.24903643449	1.0	4.06504065041e-06	4.90196078431e-07
k__Bacteria;p__Chloroflexi;c__S085;o__	2.50998566451	0.113126960778	0.24903643449	1.0	1.46341463415e-05	1.47058823529e-06
k__Bacteria;p__TM7;c__SC3;o__	2.48002219756	0.115300625545	0.252071022744	1.0	3.25203252033e-06	4.90196078431e-07
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__	2.41958565099	0.119826621426	0.260171499945	1.0	4.06504065041e-06	9.80392156863e-07
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20	2.40577558306	0.120888197316	0.260690874483	1.0	2.60162601626e-05	9.80392156863e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b	2.36052083051	0.124440636167	0.263519979619	1.0	2.43902439024e-06	9.80392156863e-07
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21	2.35734817594	0.124693996665	0.263519979619	1.0	1.13821138211e-05	9.80392156863e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	2.35734817594	0.124693996665	0.263519979619	1.0	7.31707317073e-06	9.80392156863e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	2.00447443893	0.156835641828	0.329250983175	1.0	0.000878048780488	0.0267647058824
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	1.84243318736	0.174666030385	0.339554005894	1.0	4.30894308943e-05	4.90196078431e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	1.75049473043	0.185814549951	0.339554005894	1.0	0.0228520325203	0.0659965686275
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Acidobacteria;c__S035;o__	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24	1.65853658536	0.197801027038	0.339554005894	1.0	3.25203252033e-06	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68	1.65853658536	0.197801027038	0.339554005894	1.0	4.06504065041e-06	0.0
k__Bacteria;p__Armatimonadetes;c__SHA-37;o__	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Chlorobi;c__SJA-28;o__	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Chloroflexi;c__;o__	1.65853658536	0.197801027038	0.339554005894	1.0	3.25203252033e-06	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004	1.65853658536	0.197801027038	0.339554005894	1.0	4.87804878049e-06	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1	1.65853658536	0.197801027038	0.339554005894	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	1.65853658536	0.197801027038	0.339554005894	1.0	3.25203252033e-06	0.0
