OTU	Test-Statistic	P	FDR_P	Bonferroni_P	diabetic_skin_mean	wound_mean
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__OD1;c__ZB2;o__	1.65853658536	0.197801027038	0.339554005894	1.0	1.62601626016e-06	0.0
k__Bacteria;p__OP11;c__;o__	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3	1.65853658536	0.197801027038	0.339554005894	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Proteobacteria;c__;o__	1.65853658536	0.197801027038	0.339554005894	1.0	9.75609756098e-06	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Tremblayales	1.65853658536	0.197801027038	0.339554005894	1.0	5.69105691057e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales	1.65853658536	0.197801027038	0.339554005894	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GMD14H09	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188	1.65853658536	0.197801027038	0.339554005894	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales	1.65853658536	0.197801027038	0.339554005894	1.0	2.43902439024e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales]	1.65853658536	0.197801027038	0.339554005894	1.0	6.50406504065e-06	0.0
k__Bacteria;p__TM7;c__TM7-1;o__	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__	1.65853658536	0.197801027038	0.339554005894	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	1.65853658536	0.197801027038	0.339554005894	1.0	8.13008130081e-07	0.0
k__Bacteria;p__WS2;c__SHA-109;o__	1.65853658536	0.197801027038	0.339554005894	1.0	1.62601626016e-06	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031	1.65586586271	0.198162432462	0.339554005894	1.0	1.9512195122e-05	4.41176470588e-06
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722	1.21715228147	0.269920242751	0.457600138732	1.0	0.0	9.80392156863e-07
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	1.21704793028	0.269940775845	0.457600138732	1.0	0.0	1.71568627451e-05
k__Bacteria;p__Chlorobi;c__OPB56;o__	1.1820166957	0.276945818522	0.466977789743	1.0	8.94308943089e-06	1.96078431373e-06
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11	1.12246074632	0.289389207993	0.482823047019	1.0	4.06504065041e-06	9.80392156863e-07
k__Bacteria;p__Firmicutes;c__Clostridia;Other	1.12246074632	0.289389207993	0.482823047019	1.0	8.13008130081e-06	4.90196078431e-07
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales	1.09938821364	0.294400405036	0.486067335398	1.0	1.62601626016e-06	4.90196078431e-07
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97	1.09938821364	0.294400405036	0.486067335398	1.0	1.62601626016e-06	4.90196078431e-07
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	1.0761787277	0.299553976189	0.492013525658	1.0	5.69105691057e-06	2.94117647059e-06
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44	1.05340310275	0.304724621584	0.49792631465	1.0	1.62601626016e-06	9.80392156863e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales	0.951889867342	0.329238713945	0.535223960618	1.0	0.00010325203252	0.000336274509804
k__Bacteria;p__;c__;o__	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	4.90196078431e-07
k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	2.8431372549e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	4.90196078431e-07
k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	4.90196078431e-07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	4.90196078431e-07
k__Bacteria;p__NKB19;c__;o__	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	1.51960784314e-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	9.80392156863e-07
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	9.80392156863e-07
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	7.35294117647e-06
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__PB19	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	4.90196078431e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	4.90196078431e-07
k__Bacteria;p__Tenericutes;c__Mollicutes;o__	0.602941176468	0.437458029322	0.669923648769	1.0	0.0	4.90196078431e-07
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales	0.527666087056	0.46758974101	0.71262474952	1.0	6.50406504065e-06	4.41176470588e-06
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales	0.431431685318	0.51128727703	0.775493142672	1.0	4.87804878049e-06	2.45098039216e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.415174445265	0.519354776606	0.783978400877	1.0	0.0104219512195	0.0760392156863
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	0.212874235879	0.644523874584	0.968313119636	1.0	1.05691056911e-05	9.3137254902e-06
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513	0.14190445826	0.70639501576	1.0	1.0	2.43902439024e-06	4.90196078431e-07
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales	0.14190445826	0.70639501576	1.0	1.0	1.62601626016e-06	4.90196078431e-07
k__Bacteria;p__Cyanobacteria;Other;Other	0.14190445826	0.70639501576	1.0	1.0	3.25203252033e-06	4.90196078431e-07
k__Bacteria;p__TM6;c__SJA-4;o__	0.14190445826	0.70639501576	1.0	1.0	6.50406504065e-06	4.90196078431e-07
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales	0.131960739618	0.716407676883	1.0	1.0	8.13008130081e-07	4.90196078431e-07
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	0.122356395132	0.726492709299	1.0	1.0	8.13008130081e-07	9.80392156863e-07
k__Bacteria;p__Bacteroidetes;c__;o__	0.122356395132	0.726492709299	1.0	1.0	1.62601626016e-06	3.43137254902e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PYR10d3	0.122356395132	0.726492709299	1.0	1.0	8.13008130081e-07	9.80392156863e-07
k__Bacteria;p__Spirochaetes;c__MVP-15;o__PL-11B10	0.122356395132	0.726492709299	1.0	1.0	8.13008130081e-07	9.80392156863e-07
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales]	0.0311776665332	0.859844599577	1.0	1.0	3.25203252033e-06	9.3137254902e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales	0.0274038268138	0.868518171809	1.0	1.0	8.13008130081e-07	1.47058823529e-06
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26	nan	nan	1.0	nan	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales	nan	nan	1.0	nan	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__AD3;c__ABS-6;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__EC1113;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__TM1;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Actinobacteria;c__OPB41;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__SJA-22	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__OPB50;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__OS-L;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__BHI80-139;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Bacteroidetes;Other;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chlorobi;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chlorobi;c__BSV26;o__A89	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chlorobi;c__BSV26;o__VC38	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SHA-20	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__SHA-26;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Ellin6537	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Chloroflexi;c__[Thermobacula];o__[Thermobaculales]	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Fibrobacteres;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__BSA2B-08	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__GN04;c__GN15;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__MVP-21;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__NKB19;c__TSBW08;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__OD1;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__OD1;c__ABY1;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__OD1;c__SM2F11;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__OP3;c__PBS-25;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__BD7-11;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__C6;o__d113	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Pla3;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;Other;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MBNT15	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Proteobacteria;c__TA18;o__CV90	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM6;c__SBRH58;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM6;c__SJA-4;o__S1198	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__EW055	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__I025	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__HA64	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	nan	nan	1.0	nan	0.0	0.0
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1	nan	nan	1.0	nan	0.0	0.0
