OTU	Test-Statistic	P	FDR_P	Bonferroni_P	control_mean	diabetes_mean	taxonomy
OTU_568	6.28897886023	0.0121491026353	0.0240934451137	1.0	1.25925925926	0.780487804878	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__AKIW781; f__; g__; s__
OTU_1066	6.28086703795	0.0122048372818	0.0241532041443	1.0	21.2839506173	10.5853658537	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae]; g__Exiguobacterium; s__
OTU_3628	6.27528903506	0.0122433149121	0.0241532041443	1.0	0.728395061728	0.0975609756098	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU_227	6.27466045029	0.0122476587587	0.0241532041443	1.0	1.38271604938	0.439024390244	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_1184	6.26921463213	0.0122853585195	0.0241825179779	1.0	1.69135802469	0.170731707317	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
OTU_489	6.26334494177	0.0123261261263	0.0242177505895	1.0	1.23456790123	0.365853658537	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
OTU_8394	6.25482681276	0.0123855356476	0.0242869349101	1.0	1.01234567901	1.87804878049	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__
OTU_1859	6.25173007906	0.0124072065971	0.0242869349101	1.0	0.506172839506	0.146341463415	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_874	6.24715170465	0.0124393174673	0.0243048656788	1.0	1.25925925926	0.365853658537	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU_7464	6.23992993132	0.0124901417325	0.0243592266938	1.0	5.9012345679	2.46341463415	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
OTU_8057	6.21745765545	0.0126496628398	0.0246249870356	1.0	0.962962962963	0.634146341463	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU_1389	6.17152994045	0.0129822290533	0.0252260193898	1.0	0.864197530864	0.243902439024	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
OTU_1758	6.16414513049	0.0130365358729	0.0252851492479	1.0	1.45679012346	0.512195121951	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_391	6.15809814638	0.0130811783895	0.0253253526772	1.0	6.0987654321	3.0243902439	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
OTU_574	6.15170784467	0.0131285263065	0.0253706375157	1.0	1.08641975309	0.146341463415	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__Nostocoida
OTU_7305	6.10159880673	0.0135059634061	0.0260524867889	1.0	0.888888888889	0.146341463415	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
OTU_276	6.09745700889	0.013537655819	0.0260661409316	1.0	9.02469135802	2.75609756098	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__
OTU_564	6.08611487708	0.0136248361972	0.0261863911667	1.0	0.975308641975	0.19512195122	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_593	6.07115388067	0.0137407166858	0.0263183906578	1.0	1.14814814815	1.09756097561	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_2218	6.07083211229	0.0137432200508	0.0263183906578	1.0	0.654320987654	0.19512195122	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
OTU_397	6.05756096877	0.0138468796092	0.0264178551539	1.0	0.987654320988	0.463414634146	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU_238	6.05669573855	0.0138536656998	0.0264178551539	1.0	4.54320987654	1.75609756098	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Ammoniphilus; s__
OTU_367	6.05461519764	0.0138699976068	0.0264178551539	1.0	13.7777777778	6.46341463415	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__
OTU_1960	6.03800945757	0.0140010620043	0.0265441038763	1.0	0.962962962963	0.317073170732	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__
OTU_2239	6.0374813566	0.0140052509996	0.0265441038763	1.0	1.93827160494	0.634146341463	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_3169	6.03669676243	0.0140114769281	0.0265441038763	1.0	3.14814814815	0.317073170732	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__; s__
OTU_2941	6.03279966109	0.0140424435164	0.0265552637212	1.0	0.950617283951	0.609756097561	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Mesorhizobium; s__
OTU_402	6.00169235684	0.0142921624003	0.026979322606	1.0	0.975308641975	0.268292682927	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
OTU_67	5.99134581815	0.0143762300011	0.0270897287743	1.0	2.76543209877	1.80487804878	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU_1491	5.98292648749	0.0144450141586	0.0271691013988	1.0	0.617283950617	0.19512195122	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU_82	5.9799194466	0.0144696630679	0.0271691013988	1.0	2.1975308642	0.829268292683	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU_8639	5.96880531584	0.0145611426711	0.0272924780331	1.0	1.7037037037	0.90243902439	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
OTU_769	5.95306136037	0.0146917501814	0.0274338366552	1.0	1.98765432099	0.707317073171	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU_176	5.95157174915	0.0147041698751	0.0274338366552	1.0	3.75308641975	1.65853658537	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
OTU_1330	5.95036047574	0.014714276884	0.0274338366552	1.0	1.86419753086	0.829268292683	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Geodermatophilus
OTU_381	5.90282571074	0.0151166139716	0.0281176287035	1.0	1.02469135802	0.19512195122	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU_2019	5.9007854362	0.0151341344297	0.0281176287035	1.0	1.61728395062	0.365853658537	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Rhodocytophaga; s__
OTU_446	5.89071950364	0.0152208802848	0.0282159938484	1.0	0.604938271605	0.146341463415	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
OTU_1556	5.8884664246	0.0152403668378	0.0282159938484	1.0	4.76543209877	1.90243902439	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU_4003	5.87396595629	0.0153663956985	0.0283996737255	1.0	2.62962962963	1.36585365854	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium
OTU_222	5.86091570633	0.0154807380314	0.0285611525701	1.0	2.11111111111	1.24390243902	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Beutenbergiaceae
OTU_28	5.84472406727	0.0156238237554	0.0287750075773	1.0	17.4320987654	4.24390243902	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__; s__
OTU_237	5.81438520235	0.0158956090538	0.0291774361891	1.0	1.67901234568	0.585365853659	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
OTU_612	5.8141834999	0.0158974321823	0.0291774361891	1.0	1.79012345679	1.80487804878	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_108	5.78687375592	0.0161462777777	0.0295828861013	1.0	142.925925926	8.0243902439	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
OTU_404	5.77460347177	0.0162593881825	0.0297386737224	1.0	0.469135802469	0.0731707317073	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
OTU_2907	5.77121926644	0.0162907280838	0.0297446224841	1.0	11.8271604938	6.65853658537	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__
OTU_2278	5.75586015865	0.0164337478937	0.0299541119095	1.0	1.2962962963	0.292682926829	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU_669	5.71818682189	0.0167900605604	0.0305509864837	1.0	20.9135802469	1.09756097561	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_1457	5.69345902718	0.017028257728	0.0309312606071	1.0	4.8024691358	3.75609756098	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium
OTU_1530	5.68833705506	0.017078030776	0.0309685523832	1.0	1.08641975309	0.365853658537	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU_1046	5.68484609461	0.0171120403651	0.0309771807634	1.0	1.01234567901	0.19512195122	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
OTU_2030	5.64539299443	0.0175012931862	0.0315979506362	1.0	1.98765432099	1.65853658537	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rubrivivax; s__
OTU_970	5.6440569579	0.0175146336388	0.0315979506362	1.0	2.64197530864	0.317073170732	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae
OTU_1699	5.62570448339	0.0176989507854	0.0318761715676	1.0	1.11111111111	0.121951219512	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
OTU_1423	5.62203310922	0.0177360627221	0.0318887783069	1.0	0.925925925926	0.390243902439	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU_309	5.61368552782	0.017820743162	0.0319867237434	1.0	0.604938271605	0.170731707317	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
OTU_1625	5.55822879222	0.0183940150083	0.0329598339997	1.0	0.592592592593	0.0975609756098	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
OTU_541	5.54545867876	0.0185287001634	0.033145090326	1.0	0.950617283951	0.219512195122	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Terriglobus; s__
OTU_458	5.539535063	0.0185915214093	0.0332013847765	1.0	6.33333333333	2.80487804878	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
OTU_2931	5.53207036661	0.0186709996041	0.0332871861629	1.0	1.16049382716	0.536585365854	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU_3996	5.51719054087	0.0188304771327	0.0335150845101	1.0	1.40740740741	0.414634146341	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
OTU_1696	5.50405984048	0.0189723768745	0.033710985084	1.0	1.51851851852	0.780487804878	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
OTU_2801	5.49475341764	0.0190736174318	0.0338341052936	1.0	1.1975308642	0.0975609756098	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
OTU_1632	5.48807731522	0.0191465876271	0.0339067496607	1.0	2.33333333333	0.585365853659	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Bogoriellaceae; g__Georgenia; s__
OTU_1197	5.4597510931	0.0194594185543	0.0344032124356	1.0	3.04938271605	0.658536585366	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__; g__; s__
OTU_602	5.45466529585	0.0195161424848	0.0344459914856	1.0	1.2962962963	1.46341463415	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
OTU_4007	5.44130744521	0.0196659434524	0.0346526358006	1.0	1.44444444444	0.682926829268	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_145	5.42112366555	0.0198945524287	0.0349972276112	1.0	0.962962962963	0.170731707317	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__
OTU_2624	5.37635123734	0.0204115244384	0.0358471051083	1.0	1.22222222222	0.317073170732	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU_1512	5.37020389127	0.0204835830592	0.0359140967876	1.0	2.04938271605	0.219512195122	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__; s__
OTU_1648	5.34136325407	0.0208251810783	0.0364526723337	1.0	0.493827160494	0.121951219512	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
OTU_2186	5.32742115391	0.0209924243076	0.0366847810921	1.0	4.01234567901	0.390243902439	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
OTU_1127	5.31849120247	0.0211002737749	0.0368125039993	1.0	1.02469135802	0.219512195122	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
OTU_6205	5.24773804621	0.021975319519	0.0382496763912	1.0	0.765432098765	0.268292682927	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
OTU_2175	5.24607981134	0.0219962728255	0.0382496763912	1.0	1.2962962963	0.317073170732	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
OTU_1458	5.24278086761	0.0220380195407	0.0382594470387	1.0	1.59259259259	0.585365853659	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
OTU_36	5.2204347288	0.0223229698547	0.0386907120722	1.0	31.4320987654	50.9024390244	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae
OTU_4989	5.20102822093	0.0225735315592	0.0390610619628	1.0	0.901234567901	0.0975609756098	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU_990	5.14371422038	0.0233306818252	0.0403053703962	1.0	1.27160493827	0.609756097561	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU_4954	5.13623609218	0.0234313961901	0.0404134341454	1.0	2.35802469136	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU_4621	5.10059923016	0.0239175794885	0.041184905168	1.0	0.703703703704	0.219512195122	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
OTU_421	5.09458962638	0.0240005922662	0.0412607584576	1.0	9.79012345679	2.24390243902	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__
OTU_1597	5.08964922214	0.0240690596517	0.0413114006015	1.0	2.54320987654	17.1951219512	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylopila; s__
OTU_732	5.08086386789	0.0241913139138	0.041454047629	1.0	0.691358024691	0.219512195122	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
OTU_738	5.07343447444	0.024295201799	0.0415648121247	1.0	1.50617283951	0.219512195122	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_378	5.06930138283	0.0243531966052	0.0415809018556	1.0	0.530864197531	0.0975609756098	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU_4026	5.06717176517	0.0243831350825	0.0415809018556	1.0	0.592592592593	0.292682926829	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
OTU_1992	5.04390515337	0.0247127197331	0.0420751932433	1.0	2.02469135802	0.878048780488	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium
OTU_624	5.0115861966	0.025178227373	0.0427989450851	1.0	0.592592592593	0.170731707317	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura; s__vinacea
OTU_350	4.96562774251	0.0258559283808	0.0438804938385	1.0	0.913580246914	0.560975609756	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__; s__
OTU_1575	4.90099466624	0.0268412309358	0.0454797816976	1.0	0.641975308642	0.219512195122	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_1472	4.89725176175	0.026899471911	0.0455056561562	1.0	4.01234567901	6.68292682927	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
OTU_1139	4.853409702	0.0275915382352	0.0466019760624	1.0	3.0	0.756097560976	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__
OTU_1310	4.83316561816	0.0279173256964	0.0470737409193	1.0	1.12345679012	0.243902439024	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
OTU_33	4.83045057079	0.0279613222737	0.0470737409193	1.0	4.77777777778	4.0243902439	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__
OTU_1180	4.82780831984	0.0280042084789	0.0470737409193	1.0	3.01234567901	1.14634146341	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
OTU_2048	4.814433381	0.0282223488362	0.0473652415492	1.0	1.14814814815	0.390243902439	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__celatum
OTU_6000	4.80102149121	0.0284428681501	0.0476598059667	1.0	0.901234567901	0.560975609756	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__; s__
OTU_1978	4.75778092617	0.0291661274136	0.0487945164786	1.0	3.28395061728	0.390243902439	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__
OTU_775	4.72953647515	0.029648874542	0.0495239087382	1.0	6.12345679012	4.9756097561	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Williamsiaceae; g__Williamsia; s__
OTU_1589	4.7219542433	0.0297798801258	0.049664398509	1.0	21.6913580247	0.951219512195	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae
OTU_550	4.69785367952	0.0302003091507	0.0502863638217	1.0	0.62962962963	0.585365853659	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_668	4.64764574633	0.031096167394	0.0516967680851	1.0	0.703703703704	0.243902439024	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__
OTU_761	4.60653492574	0.03185032887	0.0528439581736	1.0	7.0987654321	4.29268292683	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Gordonia; s__
OTU_75	4.60461487752	0.0318860144221	0.0528439581736	1.0	0.79012345679	0.170731707317	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Microthrixaceae; g__; s__
OTU_3096	4.59561534847	0.0320538344434	0.0530390791806	1.0	0.802469135802	0.243902439024	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
OTU_1662	4.55096624749	0.0329001750008	0.0543545792914	1.0	2.40740740741	0.341463414634	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
OTU_3992	4.52153209407	0.0334708454591	0.0552112544255	1.0	0.79012345679	0.0975609756098	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
OTU_986	4.51349582817	0.0336284429809	0.0553521924059	1.0	1.55555555556	0.170731707317	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Perlucidibaca; s__
OTU_848	4.51184955152	0.0336608233328	0.0553521924059	1.0	2.71604938272	1.26829268293	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_830	4.49066062261	0.0340805053574	0.0559554343774	1.0	2.01234567901	1.0487804878	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_1357	4.44428597332	0.0350182309473	0.057406047327	1.0	3.38271604938	1.31707317073	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__
OTU_910	4.42470587531	0.0354222176062	0.0579785601931	1.0	4.1975308642	26.5609756098	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__
OTU_395	4.38107457573	0.0363400802146	0.059389112573	1.0	5.37037037037	2.9756097561	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_6656	4.36207619491	0.0367474931103	0.0599623963078	1.0	1.0	0.19512195122	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae
OTU_56	4.35164136329	0.036973296108	0.060238031659	1.0	1.14814814815	0.341463414634	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__; s__
OTU_1590	4.3180142176	0.0377109056811	0.0613453903476	1.0	0.716049382716	0.682926829268	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
OTU_2083	4.29462340147	0.0382330627098	0.06209940707	1.0	2.59259259259	4.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU_2375	4.28942307149	0.0383501767952	0.0621942377123	1.0	199.419753086	10.1463414634	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae; g__Dietzia
OTU_452	4.2444721266	0.0393783097256	0.0637639602438	1.0	6.69135802469	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Nannocystis; s__
OTU_2131	4.23499632032	0.0395987094259	0.0640229515755	1.0	4.03703703704	0.341463414634	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
OTU_370	4.22133088384	0.0399188384182	0.0644421492148	1.0	1.13580246914	1.0487804878	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
OTU_2130	4.21126283817	0.0401564311635	0.0647270328799	1.0	2.76543209877	0.780487804878	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
OTU_857	4.19022341575	0.0406577388141	0.0654354793377	1.0	1.79012345679	0.170731707317	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__
OTU_3453	4.15249713733	0.0415731715564	0.066807266583	1.0	1.2962962963	0.682926829268	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus
OTU_2956	4.12959174753	0.0421395156383	0.0676147682742	1.0	4.0	1.73170731707	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_428	4.11660562927	0.0424641984645	0.068032656844	1.0	1.81481481481	0.365853658537	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
OTU_620	4.10759084977	0.0426911343926	0.0682929174045	1.0	1.35802469136	0.634146341463	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU_991	4.0588354464	0.0439407927002	0.0701859720506	1.0	3.38271604938	1.73170731707	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Desemzia; s__
OTU_623	4.04729987989	0.0442420555743	0.0705607482729	1.0	32.8518518519	20.2195121951	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
OTU_1965	4.03284720618	0.0446225728612	0.0710606085113	1.0	2.9012345679	0.341463414634	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
