OTU	Test-Statistic	P	FDR_P	Bonferroni_P	control_mean	diabetes_mean	taxonomy
OTU_3121	9.38113380262	0.00219229918106	0.00652147424927	1.0	1.74074074074	0.146341463415	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__debontii
OTU_3083	9.33916648558	0.00224307524455	0.00665382824643	1.0	5.46913580247	0.878048780488	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__aminovorans
OTU_81	9.3190994232	0.00226777428144	0.00670830436883	1.0	1.03703703704	0.121951219512	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Cohnella; s__
OTU_1181	9.29892484457	0.00229288382048	0.00676368792725	1.0	2.40740740741	0.121951219512	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU_1444	9.282453439	0.00231359337623	0.00680582051507	1.0	0.802469135802	0.0731707317073	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
OTU_146	9.25679664674	0.00234623047619	0.00688270934706	1.0	187.197530864	11.3658536585	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
OTU_1421	9.23109881913	0.00237938812517	0.00696069620042	1.0	6.93827160494	1.92682926829	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__
OTU_178	9.19555735568	0.00242603209294	0.00707759775874	1.0	2.11111111111	1.39024390244	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__
OTU_2122	9.17530841962	0.0024530202592	0.00712127624232	1.0	10.8271604938	0.512195121951	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__; g__; s__
OTU_1177	9.17423970646	0.0024544530958	0.00712127624232	1.0	1.22222222222	0.146341463415	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU_536	9.0616456685	0.00261026941193	0.00754429035465	1.0	6.40740740741	2.60975609756	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Actinoplanes; s__
OTU_1381	9.05868522005	0.00261449911252	0.00754429035465	1.0	1.0987654321	0.463414634146	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
OTU_166	9.0523383148	0.00262359063076	0.00754995238581	1.0	22.5802469136	0.80487804878	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_204	9.00576801869	0.00269128870615	0.00772377978269	1.0	1.0	0.0487804878049	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__chondroitinus
OTU_4347	8.97584832633	0.00273571537349	0.00783006102844	1.0	1.76543209877	0.365853658537	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
OTU_1683	8.96009359942	0.00275940755834	0.00787658383905	1.0	1.18518518519	0.0487804878049	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
OTU_4708	8.88957806975	0.00286803001614	0.00816463383627	1.0	2.30864197531	0.463414634146	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_1986	8.85333235885	0.0029255428467	0.00830603183554	1.0	2.9012345679	2.07317073171	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__
OTU_221	8.84477544128	0.00293929060136	0.00832275065999	1.0	1.69135802469	0.414634146341	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
OTU_1400	8.83577571765	0.00295382059248	0.0083268627685	1.0	1.03703703704	0.219512195122	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_99	8.83414032547	0.002956468745	0.0083268627685	1.0	1.35802469136	0.317073170732	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
OTU_114	8.80545564428	0.00300331131195	0.00843635723967	1.0	1.64197530864	0.0731707317073	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
OTU_407	8.7908591113	0.00302743643492	0.0084441917145	1.0	1.04938271605	0.0731707317073	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
OTU_3791	8.7896115132	0.00302950757362	0.0084441917145	1.0	3.45679012346	0.634146341463	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__
OTU_1798	8.7893020248	0.00303002157839	0.0084441917145	1.0	0.950617283951	0.585365853659	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU_983	8.77349064932	0.00305639967014	0.00847809067574	1.0	2.27160493827	0.585365853659	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
OTU_357	8.76954744271	0.00306301438494	0.00847809067574	1.0	6.98765432099	4.78048780488	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
OTU_1356	8.76764985357	0.00306620276564	0.00847809067574	1.0	0.950617283951	0.0731707317073	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
OTU_2513	8.75504588637	0.00308746604583	0.00851465245451	1.0	0.83950617284	0.0487804878049	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
OTU_1174	8.74125675574	0.00311090039928	0.008542060115	1.0	2.18518518519	0.682926829268	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
OTU_824	8.73971221389	0.00311353654805	0.008542060115	1.0	1.02469135802	0.146341463415	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_2126	8.69911309427	0.00318364915685	0.00869540937313	1.0	3.08641975309	0.926829268293	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_731	8.69785144505	0.00318585348137	0.00869540937313	1.0	5.34567901235	29.4146341463	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
OTU_1903	8.68533338835	0.0032078089591	0.00873282696064	1.0	1.85185185185	0.634146341463	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
OTU_636	8.65241519938	0.00326628106573	0.00886920935539	1.0	1.16049382716	0.170731707317	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
OTU_497	8.64747041707	0.00327515752061	0.00887056730007	1.0	5.65432098765	1.92682926829	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU_1851	8.6416615263	0.00328561647391	0.00887619348436	1.0	13.1728395062	2.19512195122	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
OTU_5147	8.54094740702	0.00347244846511	0.00935705578765	1.0	1.12345679012	0.0975609756098	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU_383	8.53302735416	0.00348759115165	0.00936025359321	1.0	7.2962962963	4.46341463415	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__Chroococcidiopsis; s__
OTU_1598	8.53108622138	0.0034913127189	0.00936025359321	1.0	0.703703703704	0.390243902439	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
OTU_1268	8.51569645548	0.00352096146422	0.00941590452175	1.0	11.6172839506	10.2926829268	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__
OTU_5304	8.47681453856	0.00359701409571	0.00959505775154	1.0	2.04938271605	0.0487804878049	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__
OTU_621	8.45155648319	0.00364731161298	0.00968457504972	1.0	4.08641975309	4.78048780488	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
OTU_431	8.4481699471	0.00365410954032	0.00968457504972	1.0	3.0987654321	3.14634146341	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
OTU_1560	8.44623094594	0.00365800757308	0.00968457504972	1.0	1.1975308642	0.146341463415	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU_5270	8.40680201129	0.00373819665968	0.00987219516858	1.0	3.02469135802	0.975609756098	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
OTU_1306	8.39847102025	0.00375536743917	0.0098928709405	1.0	0.79012345679	0.146341463415	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
OTU_35	8.38877858232	0.00377544525173	0.0099088717373	1.0	1.33333333333	0.0487804878049	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__
OTU_2283	8.38651255605	0.00378015503481	0.0099088717373	1.0	1.13580246914	0.292682926829	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera
OTU_5681	8.37185859057	0.0038107569454	0.0099644237165	1.0	0.753086419753	0.0731707317073	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__
OTU_1217	8.3639984536	0.00382727500261	0.00998296607824	1.0	0.617283950617	0.0975609756098	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
OTU_2559	8.34556134185	0.00386630693168	0.0100441668027	1.0	1.9012345679	0.365853658537	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
OTU_1044	8.3439641096	0.00386970732341	0.0100441668027	1.0	0.802469135802	0.243902439024	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
OTU_359	8.33448461891	0.00388995117758	0.0100648720095	1.0	3.03703703704	2.48780487805	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
OTU_271	8.33133895519	0.00389669265712	0.0100648720095	1.0	2.85185185185	0.560975609756	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
OTU_671	8.30098221205	0.00396236429299	0.0101983735083	1.0	0.765432098765	0.0487804878049	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
OTU_3564	8.29856614613	0.00396763917413	0.0101983735083	1.0	0.864197530864	0.0975609756098	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
OTU_1371	8.27034155179	0.00402979247071	0.0103330513958	1.0	1.56790123457	0.0731707317073	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__
OTU_110	8.18197711585	0.00423086219903	0.0108224228714	1.0	6.03703703704	4.24390243902	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter
OTU_917	8.14180700768	0.00432561558075	0.0110136167881	1.0	9.06172839506	0.951219512195	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia; s__
OTU_1487	8.13795255618	0.0043348203161	0.0110136167881	1.0	1.55555555556	0.609756097561	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
OTU_2768	8.13712189517	0.00433680661062	0.0110136167881	1.0	0.864197530864	0.243902439024	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
OTU_4008	8.10729972215	0.00440873523461	0.0111694990753	1.0	1.2962962963	0.19512195122	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU_2353	8.09789352571	0.00443167325934	0.0112008161853	1.0	1.20987654321	0.292682926829	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae
OTU_94	8.08754818265	0.00445704184781	0.0112381126591	1.0	1.58024691358	0.341463414634	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
OTU_919	8.07453210741	0.00448916971559	0.0112893160019	1.0	4.49382716049	0.926829268293	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella
OTU_4111	8.07070145773	0.00449866983268	0.0112893160019	1.0	0.827160493827	0.0731707317073	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae; g__; s__
OTU_1047	8.0443705752	0.00456452755383	0.0114152417325	1.0	1.17283950617	0.0975609756098	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens
OTU_215	8.04203817085	0.00457040839905	0.0114152417325	1.0	3.16049382716	0.536585365854	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
OTU_1269	7.9953053765	0.0046898789732	0.0116860749003	1.0	19.9135802469	0.951219512195	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_496	7.98292065988	0.00472206993168	0.011738666802	1.0	0.938271604938	0.0731707317073	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
OTU_141	7.95030877387	0.00480791728599	0.0119172212056	1.0	1.87654320988	0.219512195122	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
OTU_4829	7.94711750847	0.00481640290464	0.0119172212056	1.0	1.24691358025	0.121951219512	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Williamsiaceae; g__Williamsia; s__
OTU_301	7.8977402899	0.00494965936629	0.0122183899042	1.0	5.06172839506	0.463414634146	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
OTU_1122	7.8806459335	0.00499666303211	0.0123057352349	1.0	4.12345679012	1.26829268293	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__
OTU_3130	7.83887359247	0.00511344596652	0.0125641282565	1.0	1.85185185185	0.560975609756	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
OTU_344	7.83164228336	0.00513394323589	0.0125779498137	1.0	1.20987654321	0.365853658537	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__
OTU_3717	7.82851778768	0.00514282556122	0.0125779498137	1.0	10.7654320988	2.73170731707	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__
OTU_1150	7.8192437091	0.00516928228818	0.0126135252147	1.0	1.12345679012	0.19512195122	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
OTU_745	7.8059051891	0.0052075773425	0.0126777572545	1.0	1.56790123457	0.439024390244	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
OTU_2215	7.79323724118	0.00524421490305	0.0127376687668	1.0	18.5925925926	2.87804878049	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_1005	7.78825082112	0.00525870832827	0.0127436432944	1.0	8.75308641975	0.878048780488	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_1117	7.77961800907	0.00528389688745	0.0127754493238	1.0	1.6049382716	0.414634146341	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
OTU_2128	7.76114438996	0.00533821267335	0.0128773740799	1.0	6.11111111111	0.170731707317	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__
OTU_2111	7.75341156358	0.00536111726176	0.0129032345005	1.0	0.555555555556	0.0731707317073	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
OTU_1653	7.74742091959	0.00537893037271	0.0129081432783	1.0	1.06172839506	0.317073170732	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
OTU_399	7.7445344532	0.00538753477716	0.0129081432783	1.0	0.716049382716	0.121951219512	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_1245	7.71386546472	0.00547982875636	0.0130713832288	1.0	0.814814814815	0.0975609756098	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU_733	7.71138689279	0.0054873577164	0.0130713832288	1.0	2.72839506173	1.53658536585	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
OTU_626	7.70963145598	0.00549269644647	0.0130713832288	1.0	1.24691358025	0.341463414634	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU_1658	7.70121222996	0.00551837516525	0.0131030477578	1.0	1.18518518519	0.512195121951	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU_3895	7.6966208952	0.00553243032718	0.0131070329228	1.0	2.03703703704	0.268292682927	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
OTU_2078	7.6902726583	0.00555192393444	0.0131238559075	1.0	9.56790123457	2.17073170732	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__
OTU_2732	7.68112322093	0.00558014251682	0.0131611824617	1.0	1.61728395062	0.121951219512	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU_72	7.66372437734	0.00563420802566	0.0132591695537	1.0	1.55555555556	0.439024390244	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
OTU_2194	7.63743127735	0.00571692735004	0.0134240045758	1.0	1.43209876543	0.390243902439	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__; s__
OTU_374	7.62159529768	0.00576734473484	0.0135033518075	1.0	1.06172839506	0.170731707317	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Adhaeribacter; s__
OTU_112	7.61741509644	0.00578072884321	0.0135033518075	1.0	14.5432098765	10.9268292683	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__
OTU_330	7.61484534666	0.00578897235183	0.0135033518075	1.0	23.0987654321	17.1463414634	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
OTU_3321	7.60675127027	0.00581501581855	0.0135342895645	1.0	0.740740740741	0.219512195122	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_4065	7.59887184092	0.00584048344876	0.0135637543251	1.0	8.38271604938	1.12195121951	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__
OTU_415	7.5682657981	0.00594049149931	0.0137418402494	1.0	1.6049382716	0.414634146341	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
OTU_167	7.56746884663	0.00594311882363	0.0137418402494	1.0	2.40740740741	0.853658536585	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_912	7.5253021611	0.00608383494146	0.0140365603551	1.0	1.3950617284	0.609756097561	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Kribbella; s__
OTU_811	7.50640848736	0.00614798427594	0.0141537290179	1.0	0.950617283951	0.414634146341	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU_720	7.49587055964	0.00618406295022	0.0142059059963	1.0	1.51851851852	0.317073170732	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
OTU_1586	7.48886106126	0.00620818094786	0.0142304407441	1.0	1.83950617284	0.487804878049	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
OTU_8547	7.47718625959	0.00624856444178	0.0142920728809	1.0	0.925925925926	0.268292682927	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU_3115	7.45692465538	0.00631928752226	0.0144226842372	1.0	1.43209876543	0.341463414634	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
OTU_729	7.42406925332	0.00643571056786	0.0146568118094	1.0	1.93827160494	0.439024390244	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
OTU_553	7.42013400472	0.0064498011843	0.0146573808029	1.0	1.85185185185	0.439024390244	k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885; f__Dolo_23; g__; s__
OTU_1588	7.40941493937	0.00648834199812	0.0147133922398	1.0	2.06172839506	1.0487804878	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
OTU_549	7.37540169388	0.00661220198594	0.0149622262887	1.0	1.0	0.512195121951	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_812	7.36420144411	0.0066535142077	0.0150236067078	1.0	19.7654320988	11.4390243902	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
OTU_2747	7.35947125197	0.00667104063726	0.0150311319891	1.0	1.12345679012	0.268292682927	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__; g__; s__
OTU_467	7.32603546684	0.00679627981414	0.0152808074802	1.0	1.51851851852	0.170731707317	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__
OTU_93	7.31975443983	0.00682007302903	0.0153018163935	1.0	0.987654320988	0.243902439024	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_183	7.31426146002	0.00684095076487	0.0153162090063	1.0	3.28395061728	0.536585365854	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU_1860	7.28635850032	0.00694801691881	0.0155231010908	1.0	1.81481481481	0.19512195122	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
OTU_306	7.26979785799	0.00701236949556	0.0156338932543	1.0	20.8518518519	12.756097561	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
OTU_1070	7.26428934621	0.007033909569	0.0156489710789	1.0	1.17283950617	0.390243902439	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__genosp.
OTU_1920	7.23378599624	0.0071544171881	0.0158837060843	1.0	1.25925925926	0.926829268293	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_1435	7.22762630695	0.0071790067535	0.0159049542928	1.0	0.987654320988	0.219512195122	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_2504	7.18959535397	0.00733275149384	0.0162116572693	1.0	0.654320987654	0.19512195122	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
OTU_1446	7.16877704348	0.00741833303129	0.0163666972503	1.0	0.604938271605	11.5609756098	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
