CRvCR	CLvCL	CLvCR	DCvDC	DAvDA	DAvDC
0.383404771	0.322385822	0.174785119	0.207957815	0.016778788	0.027427694
0.372752437	0.296738779	0.306825549	0.446640143	0.028023595	0.254299029
0.061118873	0.111066383	0.139987562	0.323087762	0.120506377	0.043913051
0.149336749	0.136962459	0.245776029	0.097539541	0.08379994	0.029279707
0.116069513	0.085897002	0.252752592	0.07329286	0.055853545	0.228567646
0.083457564	0.151623699	0.197897675	0.077121636	0.20827765	0.101460521
0.197814665	0.088082088	0.201723979	0.318742212	0.090848004	0.073313762
0.163355784	0.11150047	0.401031696	0.090737611	0.053140662	0.013659321
0.067997229	0.237725989	0.228097083	0.080210448	0.073749886	0.052075554
0.025268625	0.234685855	0.194124834	0.32104189	0.078043304	0.009943734
0.025867093	0.090648838	0.207464537	0.189308783	0.073052223	0.012376103
0.015078691	0.103604822	0.24823131	0.38768348	0.074855598	0.291191227
0.168133002	0.081766619	0.1984286	0.307637896	0.209953496	0.208531019
0.261345075	0.118204525	0.264840068	0.37745564	0.079083067	0.161218539
0.093452953	0.098312151	0.29360936	0.25799996	0.044628924	0.073725506
0.13304438	0.111254427	0.197228731	0.293941212	0.252905309	0.252469073
0.094713689	0.161199493	0.302298528	0.071444911	0.139918736	0.066552331
0.416643061	0.106132566	0.303848833	0.158001716	0.102970802	0.076564597
0.346335408	0.092743001	0.262297829	0.079320834	0.359779075	0.0598298
0.186948434	0.210444803	0.223675557	0.225894114	0.214760775	0.04308354
0.187245625	0.165182901	0.145873448	0.327037693	0.37786188	0.053169245
0.106456733	0.296851123	0.249436636	0.060163377	0.107745398	0.031066937
0.046241674	0.249667294	0.29694126	0.089935676	0.312940391	0.202476953
0.365917138	0.246455401	0.33386299	0.235076651	0.065275712	0.446155372
0.369128009	0.30679739	0.301620989	0.068663984	0.072008515	0.317872382
0.35350521	0.247142936	0.294401782	0.077763248	0.070168447	0.093420253
0.046541404	0.180584636	0.261219208	0.201882509	0.071862707	0.07212014
0.132290529	0.146176345	0.266328213	0.064730028	0.066686025	0.061804851
0.099115387	0.206847812	0.274251437	0.036471636	0.045749246	0.313411466
0.066177714	0.25960124	0.260859494	0.075926388	0.044519915	0.080147205
0.183312474	0.187317399	0.267392598	0.037396462	0.049190894	0.068540193
0.147566003	0.253575861	0.260428774	0.069036977	0.066114536	0.317227226
0.060016812	0.157729706	0.255314954	0.076152582	0.107173301	0.185192332
0.024567058	0.29182172	0.274488097	0.377589959	0.201177424	0.382987341
0.018134604	0.176955834	0.286472257	0.205088451	0.074744212	0.302419267
0.029736019	0.270842979	0.253841118	0.223702267	0.022628282	0.375325573
0.152867612	0.178812377	0.301030633	0.202093421	0.089206196	0.253730309
0.248191727	0.208442928	0.278911824	0.24663234	0.071840512	0.288559964
0.079864715	0.193180707	0.298389236	0.20268108	0.065920153	0.058744148
0.116820911	0.131604048	0.276690684	0.257863537	0.077672294	0.154922425
0.077459728	0.130468079	0.284395365	0.249627621	0.202877751	0.068558534
0.401141039	0.256401467	0.269856288	0.202039994	0.173147606	0.221158142
0.186136435	0.297532391	0.295799483	0.263313877	0.188419452	0.320453318
0.213747808	0.21173123	0.274718871	0.267106338	0.128044754	0.048460758
0.270752564	0.31383715	0.302446993	0.173008842	0.165324271	0.079077623
0.325914773	0.251985447	0.175460804	0.265195142	0.192279273	0.229233319
0.20782075	0.313932998	0.168556203	0.142150034	0.195928394	0.057953364
0.25953753	0.199568415	0.218178267	0.225721273	0.188727141	0.065330628
0.165280061	0.261013888	0.124362736	0.21123539	0.189231798	0.193013144
0.320540101	0.217992675	0.126371155	0.173061629	0.153586432	0.061185125
0.268048036	0.150390647	0.391894687	0.247987779	0.196991655	0.029062216
0.312398532	0.163779184	0.261823038	0.148380378	0.111109095	0.065173756
0.300347384	0.146914612	0.119782515	0.232306667	0.199657197	0.029119621
0.2209017	0.11058674	0.093706953	0.229120463	0.169354324	0.057050921
0.239714664	0.0637491	0.064800807	0.258994788	0.155419857	0.060788016
0.304303892	0.368293149	0.102927992	0.125554754	0.316435377	0.314721578
0.348131207	0.295437121	0.24852693	0.227583243	0.201089887	0.194839711
0.344063137	0.26403157	0.027691775	0.230116183	0.36043779	0.152578191
0.358218177	0.251003305	0.100880556	0.153585373	0.118925609	0.177760778
0.272206656	0.07458426	0.061330735	0.177965944	0.336890597	0.273533097
0.229676869	0.342877352	0.364656888	0.201652195	0.17863374	0.159099177
0.295553307	0.297055689	0.29132729	0.244758018	0.190717495	0.157905589
0.284183516	0.314233311	0.257455235	0.195905834	0.189661696	0.178165186
0.311225048	0.051038765	0.244264388	0.238571156	0.189834186	0.16114813
0.22647477	0.132002531	0.064520078	0.245262218	0.185420855	0.126995428
0.060594631	0.06472489	0.339278294	0.334790626	0.148496218	0.140325682
0.105155631	0.140487498	0.294732301	0.415510509	0.161258724	0.205054707
0.162110028	0.092866683	0.310284608	0.420491741	0.166999494	0.415781995
0.261141339	0.108788541	0.048353018	0.473499292	0.183998962	0.26971173
0.326482555	0.261980063	0.130237202	0.338514943	0.151194206	0.078662731
0.235886063	0.253324883	0.053674127	0.478794866	0.142396561	0.11033053
0.166392077	0.066835471	0.133159845	0.473363368	0.192360306	0.179935
0.137699701	0.06683076	0.08280625	0.349383855	0.13194223	0.293265335
0.172844552	0.0945047	0.096587772	0.492594858	0.207984636	0.197956311
0.147372055	0.071294001	0.251437677	0.356260066	0.191314462	0.186546814
0.098854446	0.055443826	0.243572386	0.33452944	0.184817192	0.297171604
0.082165283	0.073550798	0.061664571	0.330095342	0.195658335	0.22176766
0.150142691	0.160068891	0.057071366	0.355074101	0.070825037	0.377569681
0.186550093	0.037441739	0.085857415	0.358429996	0.279584211	0.266602658
0.184849375	0.078363302	0.068294284	0.44200497	0.148903714	0.316449642
0.196628708	0.174976189	0.047229619	0.358051263	0.049424687	0.233979482
0.134075455	0.156329511	0.070000406	0.472110676	0.030777127	0.310036045
0.160856452	0.309184269	0.14848064	0.327062012	0.04017592	0.171423778
0.141990685	0.114976835	0.029757437	0.415795424	0.067508689	0.127064636
0.134743866	0.340937589	0.065936998	0.461653421	0.06379041	0.187684346
0.156505673	0.271931901	0.169059307	0.48039079	0.282504639	0.184818519
0.279927304	0.238330554	0.144794872	0.352682701	0.0372168	0.326146892
0.093314054	0.2092483	0.298318217	0.44672585	0.11316523	0.16758889
0.159519314	0.078249986	0.166456204	0.452371435	0.320882888	0.19695451
0.282841143	0.318253436	0.139828091	0.355543397	0.170216395	0.235181814
0.350205528	0.327122684	0.153400256	0.404801297	0.153827079	0.175583544
0.261332405	0.307543848	0.152897822	0.433061969	0.420884262	0.182269363
0.167711262	0.110009438	0.15646608	0.469604074	0.266144409	0.130293701
0.142983442	0.143455443	0.300338999	0.438882974	0.418578101	0.107052274
0.17606471	0.084700903	0.186344368	0.464825237	0.168162716	0.112598267
0.15242988	0.15639023	0.164214813	0.470469964	0.342563173	0.184926508
0.115389678	0.099102713	0.154333789	0.312219545	0.044740587	0.144068895
0.088628238	0.119192768	0.187740618	0.298834808	0.068314791	0.17680981
0.151124638	0.247908442	0.173854811	0.362693496	0.024872997	0.179501251
0.187086059	0.244471511	0.136367797	0.160308945	0.035153241	0.287580335
0.184012355	0.093593728	0.144067752	0.371594814	0.055501067	0.277040063
0.197145977	0.114297435	0.177342362	0.362933314	0.098113271	0.214520478
0.149516764	0.09317928	0.199584357	0.14842233	0.050401754	0.0964747
0.186722881	0.1203499	0.304522801	0.356121148	0.053665895	0.290883848
0.14564748	0.107565279	0.229014289	0.235957432	0.046956311	0.111024931
0.14529936	0.121606115	0.193415807	0.118398086	0.160154113	0.11635385
0.159819786	0.167773057	0.230971273	0.182544503	0.261065591	0.050664441
0.307732573	0.106417104	0.16938314	0.14399738	0.043651351	0.085852282
0.077525092	0.096753939	0.259089516	0.238577842	0.088396101	0.124968759
0.31493966	0.213913662	0.24261559	0.318144657	0.012641122	0.097714005
0.363355685	0.171376859	0.206799136	0.238356445	0.025610981	0.244079914
0.290352543	0.304886115	0.184925902	0.36283005	0.02959359	0.488425056
0.096233448	0.404673287	0.100564892	0.197757836	0.035959809	0.375738254
0.117893976	0.332290257	0.17492962	0.257374628	0.224818046	0.16153847
0.11238593	0.304730574	0.105354076	0.346695384	0.08978122	0.138292778
0.088997066	0.281354877	0.121325952	0.372411797	0.049558362	0.035915199
0.13428866	0.080810712	0.110728891	0.194613464	0.068713636	0.377570243
0.08570727	0.396400469	0.187150112	0.334836432	0.066331652	0.039247966
0.0893773	0.333958372	0.184127634	0.34015732	0.047342172	0.04489309
0.104884052	0.366081201	0.154450576	0.226004651	0.051089486	0.372008294
0.103357762	0.020180263	0.192002997	0.278672077	0.223065598	0.221480945
0.114123473	0.177863687	0.124548033	0.308303447	0.069797383	0.440826531
0.132745628	0.052199866	0.206598575	0.359650013	0.088011274	0.361882254
0.211531842	0.18317473	0.148246598	0.315001818	0.298126679	0.429843682
0.086352242	0.128574744	0.206828295	0.353176159	0.118430503	0.295807542
0.101881206	0.145116632	0.120401977	0.360652841	0.097571209	0.333192142
0.096293534	0.303537681	0.155246357	0.044950995	0.36031552	0.074007131
0.345845832	0.295360051	0.122440925	0.131974393	0.215611341	0.20175843
0.3590131	0.082599778	0.096960424	0.310307781	0.371989321	0.026814952
0.372266677	0.040586767	0.10382785	0.140764297	0.112045785	0.280205447
0.343878427	0.127105932	0.213052199	0.129425558	0.298309436	0.341890648
0.057654028	0.013927171	0.210846436	0.322103446	0.045245364	0.041884781
0.128461721	0.084673092	0.214248764	0.187101173	0.052949028	0.036294593
0.106108166	0.02167988	0.257761306	0.39470207	0.062868446	0.285760329
0.067986203	0.189602776	0.14840925	0.293570082	0.066146527	0.069243995
0.17354334	0.060216244	0.149982475	0.345140901	0.047276383	0.05744389
0.135393444	0.108221626	0.442742806	0.265153976	0.052516763	0.259737291
0.05865539	0.223315689	0.314423426	0.305499422	0.049629672	0.131353465
0.039834994	0.199971131	0.143224829	0.142693503	0.049600641	0.097859492
0.040448593	0.355721443	0.124502602	0.127606629	0.054532693	0.032650284
0.043559714	0.151678952	0.063832107	0.145515961	0.114227143	0.081227912
0.143445627	0.157397161	0.114880143	0.190929841	0.23060865	0.038961082
0.237809802	0.219001426	0.306655965	0.340533101	0.053204379	0.035906351
0.076417178	0.341082137	0.070540609	0.125204871	0.063916628	0.276628318
0.111013751	0.193794036	0.118745347	0.140005377	0.080758365	0.216653379
0.082029515	0.291408826	0.016270815	0.247924146	0.064405916	0.164152764
0.38979487	0.20033275	0.402218282	0.122634211	0.046530374	0.051269996
0.276595207	0.392253573	0.330633328	0.131443733	0.068732479	0.238230961
0.136804255	0.285104213	0.303719618	0.15111004	0.159499065	0.062820491
0.339623327	0.379708321	0.279016877	0.069927017	0.245935123	0.089659477
0.250488284	0.27364333	0.081133855	0.071580259	0.274503161	0.054862439
0.319058853	0.31503511	0.396501115	0.141271748	0.269935891	0.045949213
0.323049747	0.307397105	0.332051461	0.098859088	0.244355345	0.082367067
0.223857053	0.208837314	0.366669344	0.132400745	0.247530988	0.06669898
0.258862727	0.220917334	0.028132111	0.133293033	0.197113574	0.208081644
0.326816749	0.355485545	0.178602476	0.109922983	0.27351197	0.433528533
0.374566022	0.394256246	0.055682908	0.292197472	0.211529074	0.314290498
0.36889316	0.311809735	0.184030035	0.110917731	0.272270622	0.138177995
0.386604898	0.407859677	0.128428584	0.103113704	0.214675749	0.107276775
0.263524995	0.350275374	0.143944	0.303545393	0.198820831	0.057013641
0.202574334	0.408213772	0.302894391	0.173891457	0.314432841	0.316339384
0.302580589	0.300748987	0.295163129	0.374085756	0.192378179	0.069096579
0.277668919	0.360186288	0.077361967	0.282552597	0.296874828	0.062178225
0.315701201	0.324553577	0.040864909	0.351849033	0.160146264	0.315655805
0.130585521	0.276635294	0.126386208	0.244449776	0.299220042	0.173280488
0.210147405	0.290481314	0.016375151	0.285190655	0.249217472	0.385733654
0.345992117	0.225953107	0.082577332	0.111306723	0.254085095	0.30398045
0.302823042	0.104299011	0.019599234	0.137041635	0.270880282	0.368236698
0.329818842	0.185214114	0.188801357	0.119688775	0.26959879	0.248537434
0.339151831	0.266417034	0.062744025	0.19977078	0.248460209	0.290491839
0.312027046	0.184935001	0.108220268	0.324283928	0.205460074	0.027605948
0.331816254	0.204959218	0.224674839	0.099897635	0.244525727	0.144541672
0.333281236	0.144861425	0.201433883	0.113252124	0.24321184	0.053937153
0.375636345	0.31969044	0.35554685	0.227134902	0.25815511	0.232718094
0.371926225	0.215122449	0.198134998	0.097204189	0.207076121	0.296406498
0.386266401	0.305912371	0.198992581	0.103470005	0.20554001	0.043805596
0.330958333	0.215293574	0.245902391	0.166525918	0.258894368	0.069236625
0.318424352	0.243253702	0.14162831	0.036481164	0.213519524	0.227639428
0.329296351	0.2391802	0.143158096	0.050698831	0.287349474	0.045946413
0.326132689	0.159474595	0.426841745	0.115836203	0.272431154	0.044243872
0.332433531	0.162900113	0.300449392	0.066014783	0.257877194	0.207966136
0.31462981	0.28418271	0.135048659	0.11009894	0.272521066	0.087448266
0.327866464	0.32189079	0.110723884	0.111648836	0.116431768	0.072963264
0.249886531	0.23923301	0.06427956	0.356710568	0.144247308	0.050722454
0.304062195	0.336403066	0.112152209	0.020133557	0.141446363	0.050175669
0.312291375	0.277220704	0.288244114	0.013066965	0.118322955	0.046681985
0.223866507	0.336491379	0.045964997	0.356538215	0.122695201	0.053615438
0.247695855	0.233894822	0.106448535	0.196066551	0.171070163	0.294146405
0.317459117	0.289609374	0.020040158	0.423440815	0.145092544	0.194475971
0.363789509	0.253936612	0.390846665	0.350160323	0.096916708	0.206549327
0.357690281	0.204422328	0.318406241	0.412487966	0.267060913	0.228788917
0.375622191	0.223170424	0.290560751	0.292677389	0.104854385	0.23891498
0.268385201	0.165258302	0.26853099	0.315637397	0.081889409	0.209339259
0.220508748	0.132992651	0.07344193	0.058593969	0.307570699	0.221272639
0.293904902	0.238369964	0.378133562	0.18519404	0.164068872	0.254835026
0.273596062	0.177108079	0.31943454	0.015900185	0.323852014	0.225404415
0.306834049	0.249895308	0.347857839	0.259529172	0.061401671	0.197660446
0.185735912	0.168037824	0.013319628	0.322582016	0.281968374	0.213317541
0.109635445	0.29136223	0.160530341	0.022589474	0.117085894	0.182352117
0.085893951	0.181974221	0.046981604	0.019213981	0.124823824	0.414339728
0.046050781	0.276748151	0.166051293	0.263734666	0.139856107	0.25155368
0.161815065	0.187666132	0.114252548	0.045282817	0.141495842	0.23135983
0.126559294	0.213155452	0.131084568	0.033346476	0.118765443	0.21096705
0.038898208	0.203080722	0.288447154	0.2375348	0.076804408	0.261329149
0.054489549	0.121924579	0.280823856	0.110645474	0.114125649	0.266551277
0.049896043	0.129610428	0.073199346	0.076618301	0.115635065	0.271601022
0.064295307	0.256790404	0.033545026	0.014344057	0.12983781	0.263020663
0.135086159	0.295414758	0.113259858	0.057343666	0.086350609	0.261627086
0.21662915	0.211426037	0.028730405	0.014025461	0.191672759	0.283638371
0.061778411	0.309002761	0.071288442	0.006262008	0.129726663	0.340642875
0.099285927	0.252263273	0.033262931	0.363925751	0.096096846	0.248234044
0.060013974	0.309493429	0.175809266	0.355381776	0.157653521	0.314664045
0.373913465	0.20743602	0.046684744	0.101775813	0.141421344	0.199671357
0.099203255	0.261849075	0.09416081	0.36612065	0.124633595	0.273865486
0.093517621	0.225205987	0.205601916	0.197592861	0.144383055	0.228865704
0.101094028	0.185577197	0.185078842	0.151025587	0.033284684	0.199762116
0.099665504	0.189495276	0.339325317	0.226771104	0.036005961	0.2619695
0.096708326	0.169597632	0.23192672	0.194218254	0.041540697	0.202963117
0.140486916	0.218419016	0.225947593	0.231302861	0.042377057	0.278868817
0.134219389	0.236660896	0.17688667	0.318067674	0.242028692	0.243640293
0.152031146	0.293439227	0.245311569	0.248374382	0.037081578	0.272471243
0.083939697	0.246609525	0.254342445	0.361256564	0.075093483	0.198873375
0.145790395	0.270492847	0.310886526	0.209125638	0.288398409	0.243498262
0.074522781	0.202110278	0.188744579	0.236047985	0.135648044	0.247478064
0.060618076	0.250486747	0.262018873	0.343083456	0.117274947	0.166111171
0.087653266	0.202843025	0.274073341	0.365560081	0.390529344	0.189066459
0.289690076	0.20787385	0.323324045	0.15266478	0.242018374	0.209402398
0.084022485	0.208608749	0.279554107	0.331184164	0.394662617	0.259808591
0.158842836	0.182959409	0.218137052	0.338100898	0.135270277	0.213531081
0.130782293	0.195616286	0.326236077	0.240211025	0.321109968	0.252885625
0.085504248	0.243503779	0.294492446	0.273248299	0.02932361	0.259782865
0.110642206	0.272769532	0.360363171	0.302071881	0.052932503	0.279977097
0.103930374	0.203311941	0.095799088	0.355129587	0.036732954	0.174535591
0.116400088	0.285214532	0.119521114	0.308285084	0.030266447	0.132423012
0.132808405	0.23576983	0.136757975	0.348656062	0.040304954	0.096396355
0.187117924	0.285050993	0.182459223	0.354596186	0.064221058	0.220115073
0.075993348	0.223169438	0.296557483	0.013983394	0.015374114	0.083568245
0.099295657	0.245835748	0.196033035	0.36505571	0.019350725	0.095308015
0.075971525	0.221523141	0.238798652	0.199123823	0.024893633	0.125177699
0.359418453	0.230503698	0.170928227	0.430945408	0.121619715	0.094411327
0.144870873	0.209800535	0.348585432	0.359309004	0.223330534	0.083297383
0.109279292	0.246665357	0.24852484	0.420777989	0.032782598	0.095973791
0.03730846	0.342762434	0.334738217	0.302081149	0.054951883	0.153592854
0.070847743	0.318039321	0.236550361	0.320970428	0.050358835	0.400184129
0.064736165	0.3082457	0.274924218	0.070277171	0.038466492	0.252263129
0.082282368	0.072446508	0.268115306	0.194657429	0.031897633	0.115660826
0.109993228	0.133429618	0.185400884	0.01986415	0.036531742	0.09955209
0.193851245	0.057562789	0.197294617	0.271281161	0.020040785	0.131030986
0.041757175	0.142579988	0.305246074	0.331599032	0.054376391	0.261375415
0.072759351	0.0889043	0.349157745	0.039057234	0.05110627	0.144481113
0.046367017	0.102522518	0.270568114	0.006379944	0.27062476	0.135041047
0.351556337	0.24976465	0.360867846	0.272978563	0.015285172	0.263701412
0.096228594	0.242390817	0.306420188	0.052228224	0.097134592	0.164638621
0.142904337	0.064105666	0.3612255	0.036536428	0.305284333	0.337223886
0.188786185	0.072110981	0.267047948	0.246300418	0.160425093	0.253899215
0.181575442	0.078973902	0.316989606	0.123240027	0.141110929	0.325228186
0.200288731	0.080842669	0.28409738	0.093748186	0.418613482	0.204451623
0.126306594	0.066439885	0.242261417	0.023109535	0.271737311	0.261259329
0.117726346	0.081988645	0.258433969	0.070963064	0.423646775	0.099238772
0.12521205	0.151543862	0.206471166	0.030768147	0.165109029	0.111775165
0.116297661	0.063846003	0.092546274	0.022528323	0.336253823	0.130627737
0.144108542	0.074922246	0.098589547	0.356623353	0.041479105	0.189947754
0.244027218	0.203595906	0.155532729	0.19108322	0.063610175	0.267695433
0.112099962	0.158576641	0.083260786	0.423048702	0.008016131	0.112431786
0.151086121	0.302175345	0.097937847	0.350727683	0.011549679	0.144815016
0.145257344	0.292785941	0.348426006	0.412275898	0.045917892	0.190019329
0.162430486	0.163064031	0.186745599	0.29408505	0.08496572	0.111514579
0.098972775	0.379740711	0.095664039	0.316209239	0.035020361	0.119956925
0.155941627	0.243935911	0.110922315	0.063666686	0.038470683	0.15825595
0.101530879	0.36316056	0.158410923	0.189907472	0.029378815	0.074164878
0.097677423	0.254940111	0.115493396	0.024585216	0.147336051	0.090377717
0.117082266	0.287279694	0.201912661	0.262800801	0.24682156	0.127870626
0.293838632	0.271986089	0.17218453	0.325422957	0.030843728	0.085457045
0.056652382	0.172449933	0.13049315	0.028148714	0.073725926	0.121477778
0.053123345	0.1770432	0.200659038	0.014579432	0.028721244	0.128925603
0.067600867	0.345786176	0.226655813	0.265387656	0.00614224	0.282708764
0.119320007	0.386091238	0.171641179	0.045993893	0.029871388	0.246167301
0.202486215	0.296436916	0.1383086	0.032202609	0.011127368	0.188253133
0.039310617	0.403160274	0.12912479	0.239582629	0.036503922	0.069499897
0.079347353	0.337354616	0.129944156	0.114900671	0.035739615	0.259412639
0.048734203	0.403026026	0.251706823	0.082730917	0.26291318	0.074555788
0.358490398	0.251511664	0.285120763	0.021005144	0.007383471	0.099136624
0.016139277	0.34617449	0.232489448	0.061987335	0.087882716	0.029138685
0.015745508	0.302622101	0.189544475	0.0204186	0.30536341	0.059486378
0.154645414	0.232588306	0.121105987	0.014576608	0.151168445	0.095176729
0.250154643	0.243065092	0.170743954	0.353542093	0.128290127	0.071033716
0.079765073	0.149335563	0.118263702	0.204453261	0.410405028	0.230984352
0.116448998	0.192660644	0.12389146	0.156267025	0.267231413	0.463347811
0.080535695	0.321957393	0.124384505	0.232922955	0.417089724	0.345130454
0.405555061	0.264893584	0.182592927	0.159872409	0.162280054	0.126047131
0.02245193	0.318053916	0.180215389	0.233639587	0.32878311	0.105125965
0.150840809	0.268135264	0.164371798	0.317251452	0.041494947	0.021025957
0.244677336	0.279766291	0.1889172	0.260635471	0.06400237	0.340253935
0.075063731	0.282723985	0.120555624	0.35987609	0.02385677	0.038302634
0.113597454	0.259004104	0.201486381	0.213936916	0.012347687	0.027640356
0.075606499	0.257879261	0.152004984	0.228772096	0.045502779	0.340967075
0.400580517	0.285860639	0.201278628	0.341689176	0.082358192	0.187071643
0.166319396	0.326389765	0.132782132	0.366076538	0.039108896	0.406635322
0.262397014	0.279338628	0.160546973	0.149914607	0.034004832	0.334520857
0.091427941	0.337621418	0.132884811	0.329392238	0.023197937	0.398029147
0.129551158	0.286211342	0.16567586	0.33432107	0.135749225	0.275781676
0.090392418	0.335669499	0.123235052	0.254908283	0.243600212	0.31013324
0.418005866	0.278634172	0.235155235	0.280469292	0.019563224	0.053217737
0.142494777	0.295422366	0.089398181	0.306008698	0.075407005	0.179353096
0.092854532	0.284417848	0.121592914	0.354694792	0.043619016	0.034495144
0.065301465	0.212384988	0.180036812	0.310019957	0.025203064	0.247446793
0.098526251	0.284418495	0.084443366	0.347531635	0.030808591	0.310098134
0.282926576	0.266419022	0.09168202	0.355185744	0.013447379	0.021561362
0.176796677	0.349308395	0.369430012	0.440177285	0.017175477	0.037468055
0.150447218	0.225164478	0.203001122	0.329275298	0.232018853	0.25005252
0.1881083	0.338002388	0.088880508	0.420212595	0.04189563	0.040810771
0.218161675	0.234592067	0.105991339	0.296425656	0.083130671	0.029045845
0.050444778	0.266936542	0.156288133	0.349248414	0.302904252	0.220899956
0.038139509	0.246993215	0.10788498	0.180537466	0.121598079	0.104401729
0.330177503	0.177564953	0.223940748	0.211625846	0.100283787	0.069094614
0.059012471	0.172034311	0.175094837	0.204848311	0.377997484	0.030415407
0.296683715	0.311737318	0.129147653	0.283982886	0.236499179	0.052043795
0.338286227	0.357173393	0.199540751	0.365818118	0.386605709	0.021329649
	0.270972344	0.256112798	0.185771493	0.134920098	0.021252265
	0.372903074	0.208248259	0.200961948	0.305152874	0.294942919
	0.310125348	0.158759657	0.281578197	0.043196463	0.271203198
	0.372084102	0.124463574	0.181570572	0.05079908	0.207499451
	0.262659214	0.127718286	0.178564224	0.058170776	0.086185434
	0.318529694	0.266259949	0.2593301	0.044164577	0.282332617
	0.276945629	0.304723058	0.171604797	0.035712987	0.097340062
	0.203679464	0.257991991	0.183493655	0.062745511	0.117679374
	0.233066435	0.188918564	0.200404849	0.046277977	0.042509202
	0.161681761	0.127314525	0.172981023	0.039496968	0.078696846
	0.162629785	0.167819818	0.192400935	0.036593705	0.117574081
	0.047662808	0.136665719	0.196711665	0.107143735	0.090520385
	0.167463509	0.130348526	0.223960364	0.235050579	0.26032073
	0.113775702	0.13424814	0.249472098	0.033404338	0.485067947
	0.129857729	0.206783685	0.232475254	0.071712851	0.376155484
	0.287612095	0.205523174	0.224280729	0.070528402	0.14499582
	0.280098199	0.164771134	0.383561143	0.059613968	0.123189438
	0.077624535	0.188338979	0.330329423	0.0451036	0.014661587
	0.032652677	0.123873697	0.423948061	0.046150119	0.370196359
	0.114401193	0.20189441	0.272830179	0.239450745	0.017833413
	0.027049274	0.153952077	0.255507208	0.039943678	0.025144655
	0.074225645	0.201676131	0.408487169	0.084669592	0.370570857
	0.032498547	0.141095383	0.4324414	0.305185612	0.210021649
	0.177599753	0.161008672	0.199102138	0.126531198	0.436889473
	0.047297229	0.13917172	0.389625874	0.105747487	0.363760695
	0.09373534	0.186638818	0.40393931	0.383601296	0.426145545
	0.207981048	0.139663236	0.323216267	0.240441794	0.305916211
	0.185406839	0.26142879	0.3526524	0.388604491	0.326354538
	0.339848744	0.136113058	0.377238724	0.135216845	0.070183435
	0.143786814	0.147935168	0.421088576	0.310015285	0.194604065
	0.075002998	0.198098846	0.378854523	0.039761445	0.017679714
	0.089884262	0.072156022	0.41457111	0.055661427	0.273440334
	0.085679357	0.084755365	0.421715251	0.05474616	0.334633749
	0.174165946	0.387287753	0.179399099	0.041887487	0.036014251
	0.158283157	0.243831525	0.138373376	0.037030415	0.014098681
	0.135907419	0.07365704	0.22545103	0.066733117	0.277446922
	0.169719463	0.05596772	0.300155412	0.04706942	0.053450834
	0.090452396	0.077046245	0.219623277	0.040543591	0.043220184
	0.184691693	0.058773397	0.350572631	0.036750657	0.250026136
	0.129872858	0.249489384	0.173139144	0.110014123	0.123873393
	0.182705948	0.103828804	0.245858799	0.23433385	0.089301403
	0.109812031	0.065574431	0.333572136	0.033400231	0.020210213
	0.133502282	0.116325736	0.360256715	0.074421293	0.069976551
	0.098642336	0.315276234	0.155091337	0.066807561	0.025954507
	0.129969069	0.243611213	0.317009447	0.056288049	0.016717602
	0.093261199	0.216034479	0.328446513	0.044346551	0.29265296
	0.217246985	0.192091966	0.216127446	0.041935192	0.266170224
	0.159662633	0.049571108	0.264334758	0.266744962	0.204381386
	0.099061588	0.323489498	0.292820021	0.194393276	0.082846818
	0.122881738	0.317102116	0.347301404	0.204118497	0.276295345
	0.275310469	0.285106317	0.301813306	0.200795504	0.088816028
	0.266678491	0.10742258	0.341113487	0.184560203	0.1156938
	0.059626463	0.133898205	0.348299372	0.20809373	0.043892839
	0.049107799	0.092297225	0.20511365	0.161215514	0.075457262
	0.099452685	0.144910286	0.260698596	0.298810571	0.114356882
	0.056720472	0.091274088	0.363453083	0.168694422	0.088487576
	0.06817625	0.104282967	0.25903626	0.253667065	0.25573243
	0.054146136	0.233359958	0.413016275	0.251564478	0.476573221
	0.161483202	0.230785841	0.20096273	0.247836794	0.369248738
	0.055589739	0.095732295	0.318935555	0.272934095	0.139526434
	0.087241853	0.107584963	0.39669066	0.264860738	0.111270926
	0.208754929	0.080659784	0.421704468	0.242220626	0.019188306
	0.173921468	0.117511455	0.232106778	0.193133608	0.361546055
	0.327739624	0.095715117	0.377658835	0.237734699	0.005740172
	0.085456097	0.117742514	0.392023796	0.23710378	0.013064203
	0.072057661	0.155194512	0.269777284	0.250295895	0.362960899
	0.160505977	0.094000423	0.333943912	0.16338838	0.197523838
	0.14801062	0.080633648	0.363417819	0.138336166	0.428700163
	0.140238832	0.203496512	0.409851915	0.251120182	0.3571096
	0.175307596	0.158296785	0.369212185	0.209495446	0.418570306
	0.093730512	0.2908554	0.403406378	0.285530229	0.299900743
	0.189050411	0.1841236	0.410808325	0.274556965	0.318971733
	0.126065453	0.188288694	0.167598354	0.25620972	0.067790296
	0.189774913	0.232100832	0.251886356	0.266922818	0.192698674
	0.110246261	0.120518777	0.194003835	0.088958044	0.018917954
	0.138500351	0.126066205	0.292854613	0.30524764	0.268886912
	0.100639092	0.416372845	0.154041104	0.155673964	0.328993494
	0.129323009	0.290807057	0.237786209	0.132189485	0.036901548
	0.086018454	0.111508788	0.277582735	0.414355024	0.007874053
	0.216259153	0.096959033	0.303095763	0.271168443	0.27076222
	0.051025493	0.039317302	0.131882111	0.420916143	0.049745777
