CRvCR	CLvCL	CLvCR	DCvDC	DAvDA	DAvDC
0.229377679	0.16488252	0.19117665	0.165588551	0.07063682	0.064752611
0.101113008	0.168507031	0.159439408	0.221780675	0.057958823	0.326621555
0.246317886	0.133798899	0.272998641	0.169355221	0.059388237	0.19628079
0.283580432	0.149090696	0.171119576	0.090503926	0.236971119	0.393303217
0.248319414	0.205150079	0.259366818	0.19523206	0.072055716	0.315357536
0.094074274	0.246269898	0.174848779	0.129247778	0.09469185	0.382764993
0.286900268	0.161715771	0.192395141	0.271480292	0.30282262	0.259014094
0.053168829	0.263176624	0.190827716	0.181184288	0.126288145	0.290732383
0.181964584	0.202022591	0.124369365	0.20711061	0.117001628	0.052728841
0.047534985	0.261160745	0.137101345	0.154940145	0.37628119	0.171472756
0.041553493	0.178373746	0.234754283	0.164011274	0.2263491	0.05728309
0.338986983	0.213355101	0.276208344	0.180449918	0.370353084	0.236422592
0.179713171	0.185562989	0.192071623	0.144008806	0.132396701	0.297810392
0.180696314	0.139873126	0.290773161	0.120095892	0.300398939	0.054198945
0.099212797	0.165026566	0.233397893	0.145863628	0.052878855	0.071464247
0.039495259	0.192124422	0.291141795	0.191216227	0.05047571	0.235838961
0.363023169	0.052201778	0.20176932	0.154117808	0.063126544	0.058768438
0.367446173	0.358376845	0.240949306	0.188100915	0.066357376	0.0604943
0.353551503	0.206118337	0.208021126	0.194000562	0.049087542	0.222238682
0.049610879	0.045959588	0.157196548	0.207594122	0.066453147	0.101577146
0.134250158	0.060663638	0.187101025	0.040724567	0.059194004	0.07878818
0.090634885	0.104766326	0.175551369	0.073206421	0.060720937	0.056496315
0.067772807	0.061788904	0.189883961	0.072301122	0.063569203	0.051372473
0.183217633	0.226555516	0.193744223	0.059506715	0.121972695	0.056156561
0.134133796	0.135687209	0.236581007	0.0754718	0.238086109	0.057372729
0.054815228	0.080652176	0.129923497	0.072393445	0.061797828	0.278758415
0.041688678	0.150508078	0.127839404	0.200898725	0.070379033	0.195680338
0.041311219	0.288334821	0.404064355	0.42271785	0.076730919	0.14713962
0.044975881	0.225172975	0.297826228	0.305907817	0.064256806	0.056828679
0.151034731	0.188276757	0.128616658	0.134024677	0.047668538	0.238936199
0.227918224	0.16661052	0.105418924	0.097176298	0.067380846	0.052953945
0.079824326	0.095807978	0.054359606	0.07492957	0.276075683	0.066611508
0.117368771	0.279031514	0.107638558	0.301602565	0.281797704	0.062859145
0.075052356	0.301625799	0.287086166	0.084876185	0.077705917	0.041218221
0.39740245	0.265258203	0.052034951	0.079039542	0.065643533	0.052891592
0.202228288	0.139404047	0.108912293	0.301100612	0.060425926	0.032427637
0.258613071	0.116987291	0.04988475	0.177137723	0.026891787	0.18772084
0.212737603	0.120544115	0.38528532	0.369080792	0.137064943	0.432557188
0.086657717	0.124048011	0.31031506	0.29369066	0.084624345	0.304789918
0.254424882	0.095404388	0.283647134	0.356528305	0.048092922	0.099502121
0.106869444	0.096546155	0.262231333	0.238628537	0.207547983	0.072474639
0.160827235	0.20964901	0.06841014	0.266476485	0.077879661	0.069386071
0.140065815	0.207452575	0.377559373	0.059188002	0.061366759	0.300783528
0.12651198	0.123280315	0.318451661	0.139118864	0.082175296	0.083379259
0.303398007	0.140585847	0.34901765	0.078547378	0.080306478	0.073593013
0.140351552	0.092441118	0.045880629	0.214519784	0.069857839	0.30305413
0.140055684	0.149441284	0.164100308	0.287492549	0.071852571	0.173019561
0.084384919	0.114277378	0.047565846	0.067054839	0.202048429	0.370185608
0.11253085	0.148952041	0.167074795	0.085635175	0.084363544	0.291865166
0.311418848	0.137195164	0.112550585	0.209975688	0.051006572	0.361208605
0.365490263	0.118891471	0.129193067	0.049355518	0.260284035	0.239081595
0.306725929	0.099064407	0.285155312	0.061165536	0.126876946	0.278544694
0.110433073	0.184755664	0.277039261	0.195234273	0.090251605	0.055546295
0.116198136	0.138036489	0.06553864	0.079342453	0.345647933	0.142598046
0.095896711	0.265544112	0.046529904	0.074580231	0.201011734	0.068887456
0.100303472	0.364785676	0.106619077	0.0725232	0.365155353	0.213196918
0.144824414	0.204197172	0.04918536	0.054586459	0.095364194	0.311021342
0.082595664	0.051793355	0.065978594	0.069176518	0.30057041	0.050083757
0.103717548	0.06802138	0.049375115	0.07219061	0.063928266	0.083170378
0.127121554	0.109805757	0.173366579	0.200217594	0.070640511	0.21601624
0.123760374	0.067084598	0.05069958	0.223143231	0.077451354	0.058149492
0.13761957	0.229093624	0.093213195	0.267565859	0.07926935	0.06431385
0.126148694	0.132064849	0.21216869	0.241107189	0.066001645	0.187769661
0.175446343	0.076824761	0.181390931	0.237157214	0.033538232	0.057989476
0.092208521	0.155494885	0.335726442	0.256939666	0.051976486	0.03380913
0.103796956	0.299430833	0.145726456	0.171721939	0.053388924	0.065216439
0.102536135	0.234395143	0.140552516	0.374448032	0.067926516	0.025742466
0.349766816	0.194534369	0.19258718	0.237121804	0.09857122	0.060453272
0.171035788	0.162489363	0.087333057	0.270868885	0.198729102	0.067293738
0.107608949	0.103455211	0.094167833	0.251326137	0.069687615	0.084089897
0.183776005	0.273089132	0.321521277	0.269797363	0.032180065	0.215852804
0.168785818	0.300010542	0.246317291	0.183951972	0.093641636	0.259625484
0.210663665	0.274434252	0.092162734	0.278287888	0.078827394	0.268364623
0.180372986	0.146558049	0.078828652	0.271384793	0.061187332	0.178158555
0.258807881	0.120294592	0.099326652	0.176347055	0.082237944	0.262696952
0.246540304	0.125049401	0.086637711	0.299029559	0.053201932	0.261490604
0.211569223	0.130582333	0.23805851	0.187988176	0.313745872	0.29803736
0.136874846	0.104302061	0.110385669	0.205366725	0.302084482	0.285355048
0.12547326	0.106632795	0.098530583	0.277731112	0.295836416	0.281761344
0.188817467	0.21386873	0.139616397	0.181295434	0.293842782	0.296277294
0.236220126	0.213774839	0.343774769	0.176330923	0.317837504	0.216343631
0.23125107	0.107175055	0.270241127	0.239925868	0.322487663	0.401543069
0.326907328	0.145228728	0.23889134	0.212589476	0.279539588	0.270203695
0.223504569	0.093641079	0.22037399	0.271974537	0.284722758	0.308986765
0.22756194	0.153842497	0.089459211	0.172378893	0.271896025	0.290003134
0.162193964	0.117370151	0.323250209	0.197650993	0.295877989	0.303183869
0.221088172	0.153638535	0.320666115	0.259377564	0.316404547	0.238088051
0.213077221	0.147554973	0.301026428	0.278961044	0.311493656	0.312829885
0.136489038	0.126678295	0.126226486	0.085535363	0.29035679	0.304090359
0.152115139	0.111796062	0.132570331	0.239405416	0.296396338	0.233399215
0.210020455	0.192578878	0.109209571	0.251216185	0.256355256	0.328130759
0.249063498	0.150111481	0.142699733	0.212737823	0.315347952	0.258193188
0.244095601	0.275846873	0.089582938	0.228930051	0.299481087	0.235684744
0.260282483	0.302604535	0.105358499	0.252621405	0.328061492	0.313082161
0.180719355	0.382442249	0.237469921	0.266410445	0.271769639	0.239242019
0.156979441	0.369824269	0.232213794	0.23775767	0.267980384	0.241273142
0.189297899	0.407903314	0.106169629	0.2627622	0.283624161	0.286307429
0.175934997	0.393341548	0.12819474	0.267683505	0.26103235	0.276993917
0.203907435	0.280933913	0.087458431	0.066625854	0.300286987	0.305273515
0.251894145	0.389144316	0.142440821	0.085618383	0.272160728	0.2476768
0.097495307	0.405507831	0.103137761	0.060026579	0.219786569	0.199323278
0.206250694	0.441826449	0.141983564	0.061274741	0.300227619	0.28786622
0.0549383	0.344611366	0.155267526	0.072015865	0.293262636	0.313688106
0.284250898	0.279899142	0.106080025	0.185076042	0.314036541	0.194785156
0.293014395	0.287758313	0.089765889	0.416287286	0.310840681	0.288771926
0.295370603	0.344006731	0.202286812	0.291823047	0.291375058	0.292612387
0.289971418	0.391330534	0.153357581	0.110315778	0.266594922	0.27528997
0.260836825	0.337976032	0.292054631	0.074088533	0.289472171	0.274405872
0.206996854	0.327387224	0.113668085	0.084106712	0.285600358	0.291005606
0.189888078	0.28744293	0.158938434	0.29042114	0.300125605	0.30205932
0.227191163	0.427227789	0.166569786	0.090425889	0.270711643	0.274923808
0.262702174	0.3409547	0.154119082	0.08263965	0.30668774	0.294403784
0.321686768	0.415632137	0.138944035	0.288173604	0.300505701	0.302416838
0.3775931	0.335737169	0.351871544	0.161907845	0.293646307	0.055516468
0.304606235	0.356073237	0.130454365	0.352635464	0.329614731	0.250267308
0.28689861	0.343924356	0.148488694	0.276472336	0.315380474	0.275026813
0.280879114	0.288669433	0.164219418	0.339638802	0.297842067	0.274113102
0.296729584	0.311005356	0.219930367	0.221953721	0.311894714	0.20298976
0.280160659	0.392135155	0.168737828	0.255962832	0.293319091	0.27372662
0.249253202	0.431807737	0.169853619	0.070194312	0.284660548	0.268150208
0.218988875	0.356156346	0.223615268	0.129341899	0.28310829	0.292006815
0.280695061	0.446362831	0.183976791	0.091947239	0.294975231	0.290430034
0.284148108	0.389812687	0.260298619	0.19832428	0.318997612	0.291896242
0.283718569	0.446900669	0.243382649	0.290797452	0.300777857	0.298354418
0.288622672	0.36535005	0.199227617	0.076929394	0.279753781	0.239521219
0.282250466	0.398012837	0.144784672	0.091184085	0.298150718	0.43064565
0.287656195	0.371510326	0.117040186	0.192952486	0.284110767	0.313991587
0.277966072	0.313891319	0.209775431	0.058409591	0.287718944	0.308993713
0.278977051	0.338418825	0.204277047	0.065593652	0.295037367	0.294728073
0.284974066	0.310777037	0.287747831	0.176963722	0.293112176	0.286232928
0.346770164	0.211386182	0.220588167	0.066660032	0.280776591	0.278312686
0.181003461	0.216169357	0.246175616	0.066090501	0.28264436	0.293765354
0.099917739	0.277120982	0.151900184	0.085879474	0.280761508	0.289628717
0.237610033	0.229104874	0.228482838	0.049334531	0.295039728	0.273730788
0.239129572	0.124550891	0.161237309	0.081153819	0.298860363	0.345282836
0.265031573	0.273187589	0.176208165	0.08365866	0.327332928	0.298140957
0.255656853	0.237662306	0.165362044	0.082230208	0.28828297	0.283920891
0.237267485	0.315916708	0.166427411	0.059745541	0.290007503	0.358911754
0.154751848	0.220552541	0.158757621	0.053748365	0.331288219	0.273921801
0.138337825	0.158990082	0.219675767	0.0632017	0.291058182	0.263879743
0.188608315	0.127869235	0.249478427	0.176578615	0.333443059	0.282226591
0.237307664	0.190605764	0.175372486	0.421097886	0.286333187	0.283567179
0.286532885	0.263536661	0.26458374	0.296696724	0.243056359	0.285140416
0.360227601	0.161091853	0.212275208	0.118020577	0.281905993	0.257877465
0.27602044	0.257425814	0.264960509	0.085128809	0.280049027	0.204576636
0.23906285	0.161789166	0.182610889	0.105277178	0.292471393	0.283783022
0.224409872	0.300613606	0.219992274	0.298735841	0.290116541	0.293771776
0.252726784	0.188054202	0.181836874	0.115898029	0.275852269	0.225213952
0.228528836	0.278717493	0.175639805	0.107898404	0.277197498	0.281910967
0.183418153	0.189698861	0.155007298	0.295526049	0.287754707	0.283441092
0.16448438	0.214411036	0.211833672	0.180625379	0.285631288	0.289294902
0.227403339	0.199027711	0.168249242	0.364173021	0.286675254	0.284467614
0.253882145	0.116824076	0.24868154	0.286023253	0.285273532	0.29072354
0.24814174	0.106966044	0.258976148	0.351420148	0.305585968	0.282971558
0.264021845	0.262444786	0.199939286	0.229340003	0.285372163	0.275471639
0.230618545	0.302970861	0.199400367	0.270442623	0.293338672	0.284883222
0.220204599	0.219429513	0.400843428	0.096391744	0.308134778	0.284990512
0.221125301	0.319933917	0.238119579	0.158673341	0.293602958	0.292851112
0.223335204	0.259367486	0.195282181	0.107292574	0.280017737	0.268189804
0.236350312	0.319352825	0.210961573	0.204560839	0.290730191	0.203038708
0.312000091	0.208584367	0.243478604	0.300585964	0.013785266	0.081550804
0.206985643	0.269452516	0.199279903	0.088833868	0.023256464	0.278276958
0.09445404	0.227816212	0.27705668	0.11755851	0.07009532	0.0974596
0.18301101	0.169233794	0.293503786	0.211558676	0.189849094	0.111506092
0.104532505	0.179458236	0.220456705	0.094791909	0.02832753	0.035943136
0.10092117	0.142422338	0.29508343	0.100815513	0.064738535	0.071826205
0.294162667	0.051663734	0.29993618	0.195318309	0.271926643	0.110983586
0.126325602	0.094823851	0.260610482	0.073902961	0.141025098	0.083650948
0.120176242	0.050111899	0.224072481	0.074799457	0.034766074	0.257735859
0.05545203	0.233273208	0.143263566	0.105430292	0.00794895	0.482357765
0.07476275	0.131994083	0.243891794	0.058333057	0.021559832	0.373471425
0.326695179	0.069595292	0.297575403	0.100107434	0.055679624	0.146659867
0.38211066	0.142646158	0.331328063	0.104706905	0.052568373	0.12494459
0.311509919	0.305403741	0.301262574	0.038748529	0.270403354	0.016722532
0.10015581	0.24221877	0.290358888	0.078025663	0.017839044	0.368092488
0.135183604	0.202698884	0.263527962	0.050955421	0.099404891	0.020295043
0.116708812	0.169772548	0.265741475	0.241170432	0.306135061	0.027618158
0.093461217	0.086670689	0.276274738	0.471141632	0.161825417	0.367953402
0.15065539	0.282607445	0.270272867	0.35654687	0.142410062	0.211381422
0.089290035	0.316454812	0.269795719	0.135690979	0.415737828	0.434193193
0.093831204	0.282523636	0.263821901	0.112292931	0.269059339	0.361036728
0.091226535	0.133172653	0.258689057	0.029634079	0.420932133	0.423535728
0.09393643	0.129423502	0.274138058	0.353505394	0.162019891	0.30325114
0.095039543	0.112073531	0.287054969	0.045112205	0.333951802	0.323811153
0.143750354	0.135916756	0.261043377	0.033638443	0.037868976	0.066387215
0.226396746	0.095323799	0.292596065	0.352342307	0.059805696	0.192197954
0.088688425	0.098109597	0.285437166	0.197595764	0.006845697	0.014664463
0.112608313	0.223663148	0.293912811	0.418731305	0.01371164	0.270739186
0.096638441	0.218782664	0.281056845	0.343505732	0.042200219	0.332041743
0.357767072	0.115392639	0.285358107	0.406908295	0.084850445	0.032726237
0.282263888	0.129946833	0.272765054	0.287484223	0.035915635	0.016586246
0.287437384	0.090095476	0.299035055	0.314331279	0.04015992	0.274658998
0.301663993	0.141729975	0.278293946	0.060258613	0.031436252	0.055256955
0.295721919	0.113913429	0.302261407	0.183526388	0.1486672	0.044772623
0.264844912	0.142444221	0.121460753	0.03302111	0.247426758	0.247482156
0.206168445	0.145609273	0.182121516	0.254664598	0.031641569	0.120637946
0.190543052	0.116916265	0.193977638	0.32374367	0.075427282	0.086703113
0.229583711	0.097095355	0.160025032	0.018324244	0.032121038	0.016130734
0.272314756	0.197848871	0.144796855	0.044156424	0.008051953	0.069093115
0.322084934	0.148661711	0.375846896	0.262511023	0.026613553	0.022425468
0.380187454	0.278048499	0.204841477	0.051686958	0.015238757	0.016750852
0.305208375	0.076612717	0.156079442	0.04355757	0.012852823	0.282601311
0.286997913	0.041668605	0.16231067	0.236156614	0.059687932	0.256323755
0.27869528	0.232052181	0.218288851	0.106301947	0.179799074	0.193552132
0.299685321	0.103089782	0.169377583	0.074460876	0.032610092	0.074346008
0.279283488	0.065694604	0.23392495	0.030948055	0.053288681	0.267744293
0.246883553	0.12248214	0.24847018	0.057094026	0.260740458	0.086771339
0.215486977	0.315844252	0.187182682	0.024232439	0.129490617	0.103121611
0.277427208	0.240622184	0.266969689	0.029258012	0.025136302	0.026811507
0.285125743	0.209045007	0.272103985	0.051103064	0.017852999	0.062173369
0.28709037	0.188653835	0.232726176	0.032290217	0.023026626	0.101797296
0.295387018	0.072155396	0.183885142	0.210177874	0.04861543	0.074448404
0.279202593	0.300436626	0.094645503	0.447169059	0.049435611	0.246298593
0.28372458	0.309326666	0.210237392	0.324799236	0.259891977	0.472141742
0.273118118	0.2744476	0.256791261	0.121462817	0.023133984	0.361831265
0.273202468	0.108640604	0.315202185	0.091347988	0.089293005	0.136204668
0.284132537	0.116649436	0.272755371	0.065686416	0.295903805	0.114863165
0.346924569	0.099863114	0.254567433	0.322375299	0.151347542	0.00737234
0.142936972	0.124916623	0.204319022	0.077859179	0.131871818	0.357560488
0.065846519	0.073938152	0.235649629	0.068312167	0.404019764	0.02388661
0.045711596	0.086177443	0.21574522	0.320076245	0.257527213	0.017393587
0.320830332	0.213112315	0.209644506	0.17992887	0.410622165	0.356259343
0.16147375	0.209902495	0.210383007	0.387872839	0.150621936	0.201097792
0.1631017	0.096348506	0.215304632	0.312292314	0.324739892	0.422624735
0.093071019	0.111324655	0.211164051	0.377022133	0.031342859	0.349497809
0.056902078	0.067341294	0.235571763	0.257671162	0.049677189	0.411823254
0.327516729	0.124366705	0.254150824	0.290477662	0.015162835	0.291812086
0.34412893	0.097180885	0.202451502	0.05122961	0.016213097	0.314442345
0.316664019	0.124451206	0.26642794	0.156661391	0.038444407	0.055206382
0.034189939	0.144158166	0.23559875	0.065953552	0.074137451	0.183303348
0.095648201	0.094780771	0.267476988	0.225485397	0.025633148	0.012264075
0.077100542	0.077641157	0.226518507	0.311725066	0.029765616	0.259348781
0.043795815	0.189357716	0.232335381	0.047168119	0.024290719	0.321893738
0.149556255	0.141794343	0.21501043	0.077824963	0.139910558	0.020739855
0.122019344	0.2713079	0.243516422	0.232925045	0.237757125	0.022734619
0.037106225	0.063191241	0.21875313	0.055028064	0.026597603	0.264124562
0.052897695	0.277085992	0.268603312	0.056940432	0.064345324	0.04832432
0.049546525	0.074639579	0.129986836	0.206467272	0.039035345	0.036595868
0.063887387	0.083765183	0.157803327	0.077915012	0.016266023	0.237361048
0.11933582	0.066213317	0.214244022	0.05980987	0.017615527	0.109202426
0.208738934	0.370206704	0.071083256	0.062205716	0.02166416	0.074954893
0.047712529	0.295857934	0.078680311	0.035651067	0.059117501	0.010103927
0.081480368	0.267449161	0.401389423	0.058210015	0.178232401	0.058122648
0.049711278	0.240136371	0.238902948	0.06379741	0.039643951	0.011154319
0.35915169	0.044358688	0.057711797	0.035455525	0.046676217	0.006600676
0.202846674	0.362454696	0.048575394	0.188120266	0.252272072	0.281187923
0.181544804	0.334955507	0.047675483	0.421979418	0.121390559	0.247765308
0.265600576	0.333400229	0.029517461	0.296861741	0.022112959	0.187139017
0.148607195	0.065812513	0.257110071	0.090456816	0.026141895	0.06644447
0.155666041	0.153904412	0.104849397	0.053349597	0.026333822	0.260883673
0.170531354	0.046557242	0.049945599	0.104310879	0.042038859	0.078403683
0.181286426	0.163779618	0.103582426	0.292962321	0.04349659	0.098800381
0.236955848	0.103331354	0.338161919	0.115319308	0.249664679	0.02524668
0.281681141	0.123318897	0.266735428	0.106795302	0.028511179	0.05672451
0.217682737	0.26999352	0.234042111	0.296888279	0.085093758	0.094931995
0.159525696	0.263891527	0.204603197	0.178099005	0.293337932	0.06944346
0.101757541	0.069282472	0.058813993	0.363010789	0.141490736	0.238069271
0.137491937	0.055633282	0.326592953	0.281805562	0.121459422	0.464493428
0.146272897	0.093404747	0.33530298	0.351985816	0.395062264	0.352361721
0.118307455	0.062296924	0.307606578	0.232672204	0.248313133	0.13431973
0.134169378	0.072087873	0.101045499	0.276722341	0.402399243	0.108399046
0.149930738	0.056583568	0.149378815	0.086483872	0.142124378	0.013778376
0.190179944	0.17323849	0.075068725	0.138731969	0.318627579	0.347200855
0.186264526	0.065631398	0.161145125	0.105336844	0.028349432	0.028581086
0.202325871	0.095420277	0.09886807	0.203475629	0.046974461	0.018882883
0.12509353	0.22294284	0.119561004	0.312366178	0.026457928	0.347167963
0.155953548	0.179172362	0.246992527	0.087490028	0.024028048	0.190997364
0.128315955	0.323676299	0.245527846	0.11653854	0.034669489	0.414067055
0.113905129	0.24891284	0.081088738	0.215348163	0.06565063	0.34008729
0.139198691	0.114499069	0.094427923	0.093576179	0.023166396	0.402578536
0.266446963	0.050595065	0.0923658	0.095214364	0.023953196	0.28312936
0.026716198	0.118246426	0.101734257	0.174891131	0.021713479	0.308869291
0.355121864	0.325732736	0.096225376	0.039908783	0.131586681	0.048792459
0.19840578	0.257208248	0.100294838	0.041973335	0.233230268	0.176771616
0.197024906	0.220796257	0.170066989	0.102451863	0.019847372	0.019118326
0.1160032	0.19192155	0.098355546	0.054728198	0.06134093	0.252709043
0.050950116	0.07204096	0.093579547	0.096728682	0.044065198	0.314546737
0.384167989	0.312931058	0.220955712	0.102611227	0.027730082	0.018631707
